Bandleader,Orchestra,Date,Title,Genre,Singer,Label,Medium,Composer, Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,4/13/1950,Matala,Tango,Carlos Heredia,Odeon,78rpm,Eduardo Bonessi,Eduardo Bonessi; Julio Bonnet,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,9/13/1950,Racing Club,Tango,Instrumental,Odeon,78rpm,Vicente Greco,Carlos Pesce,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,9/13/1950,Serenata Campera,Vals,Hugo Duval,Odeon,78rpm,Feliciano Brunelli,Lito Bayardo,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,7/30/1951,Bailarina De Tango,Tango,Hugo Duval,Odeon,78rpm,Oscar Fuente,Horacio Sanguinetti,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,7/30/1951,Caricias,Tango,Carlos Heredia,Odeon,78rpm,Juan Martí,Alfredo Bigeschi,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,10/4/1951,Adoración,Vals,Hugo Duval y Carlos Heredia,Odeon,78rpm,Ramón Pidoto,Ramón Argüello; Pedro Pidoto,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,10/4/1951,Por Tener Un Corazón,Tango,Hugo Duval,Odeon,78rpm,Rodolfo Biagi,Francisco Gorrindo,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,11/5/1952,La Copa Del Olvido,Tango,Hugo Duval,Odeon,Tape,Enrique Delfino,Alberto Vaccarezza,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,11/5/1952,El Recodo,Tango,Instrumental,Odeon,Tape,Alejandro Junnissi,Armando Tagini,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,5/19/1953,Y Volvemos A Querernos,Tango,Carlos Heredia,Odeon,Tape,Luciano Leocata,Abel Aznar,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,5/19/1953,El Internado,Tango,Instrumental,Odeon,Tape,Francisco Canaro,,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,12/12/1953,Mi Pecadora,Tango,Hugo Duval,Odeon,Tape,Oscar Fuente,Oscar Fuente,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,12/12/1953,Estás Llorando,Tango,Hugo Duval,Odeon,Tape,Juan Pedernera,Carlos Russo,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,6/29/1954,Cielito Lindo,Tango,Instrumental,Odeon,Tape,Osvaldo Fresedo,Emilio Fresedo,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,6/29/1954,Sangre De Mi Sangre,Tango,Hugo Duval,Odeon,Tape,Reinaldo Mañueco,Juan Mañueco; Reinaldo Yiso,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,12/29/1954,Y No Te Voy A Llorar,Tango,Hugo Duval,Odeon,Tape,Luciano Leocata,Abel Aznar,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,12/29/1954,No Me Digas Que No,Tango,Hugo Duval,Odeon,Tape,Agustín Bergoto,Carlos Russo,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,4/11/1955,Triste Comedia,Tango,Hugo Duval,Odeon,Tape,Héctor Stamponi,Oscar Rubens,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,4/11/1955,Santa Milonguita,Tango,Hugo Duval,Odeon,Tape,Enrique Delfino,Enrique Cadícamo,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,3/24/1956,Organito De La Tarde,Tango,Instrumental,Odeon,Tape,Cátulo Castillo,José Castillo,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,3/24/1956,Alguien,Tango,Hugo Duval,Odeon,Tape,Héctor Stamponi,Eugenio Majul,,50-56 / Duval ,Rodolfo Biagi,Donato Calabrese,"Alfredo Attadia, Miguel Bonano, Ricardo Pedevilla","Marcos Larrosa, Claudio Gonzalez, Oscar de la Fuente"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,8/28/1956,El Carrerito,Tango,Hugo Duval,Columbia,Tape,Raúl Hoyos,Alberto Vaccarezza,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,8/28/1956,Ramona,Vals,Hugo Duval,Columbia,Tape,Mabel Wayne,Enrique Cadícamo,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1/9/1957,Soñemos,Tango,Hugo Duval,Columbia,Tape,Roberto Yiso,Roberto Caló; Roberto Rufino; Reinaldo Yiso,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1/9/1957,Mi Vida En Tus Manos,Tango,Hugo Duval,Columbia,Tape,Oscar Fuente,Oscar Fuente,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,5/24/1957,Espérame En El Cielo,Tango,Hugo Duval,Columbia,Tape,Francisco López,Francisco López,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,5/24/1957,Solamente Dios Y Yo,Tango,Hugo Duval,Columbia,Tape,Manuel Rosas,Juan Magliere,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,9/9/1958,Aquí En La Tierra,Tango,Hugo Duval,Columbia,Tape,Enrique Munné,Carlos Bahr,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,9/9/1958,Como En Un Cuento,Vals,Hugo Duval,Columbia,Tape,Rodolfo Biagi,Carlos Bahr,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,11/12/1958,Amor Mío,Tango,Hugo Duval,Columbia,Tape,José Suñé,Carlos Bahr,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,11/12/1958,Todo Es Amor,Tango,Hugo Duval,Columbia,Tape,Leo Lipesker,Alejandro Romay,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,3/6/1959,En El Lago Azul,Tango,Hugo Duval,Columbia,Tape,Roberto Rufino,Alejandro Romay,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,3/6/1959,Mi Alondra,Tango,Hugo Duval,Columbia,Tape,Oscar Fuente,Oscar Fuente,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,9/16/1959,La Canción,Tango,Hugo Duval,Columbia,Tape,Juan Filiberto,Lito Bayardo,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,9/16/1959,Oh Mama Mía,Tango,Hugo Duval,Columbia,Tape,Rodolfo Biagi,Carlos Marín,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,7/20/1960,Te Burlas Tristeza,Tango,Hugo Duval,Columbia,Tape,Edmundo Baya,Julio Curi,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,7/20/1960,Ayúdame,Tango,Hugo Duval,Columbia,Tape,Leo Lipesker,Alejandro Romay,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,8/7/1961,Andrajos,Tango,Hugo Duval,Columbia,Tape,Enrique Discépolo,Alberto Martínez,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,8/7/1961,Venus,Tango,Instrumental,Columbia,Tape,Alfredo Bevilacqua,,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,10/4/1961,Canción Para Un Cariño,Tango,Hugo Duval,Columbia,Tape,Luis Maggiolo,Reinaldo Yiso,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,10/4/1961,Bar Exposición,Tango,Instrumental,Columbia,Tape,Luis Teisseire,,,56-61 / Columbia  ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1962,Amor De Verano,Tango,Hugo Duval,Music-Hall,Tape,Luis Stazo,Federico Silva,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1962,Canaro,Tango,Instrumental,Music-Hall,Tape,José Martínez,,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1962,Con Un Silbido En Los Labios,Tango,Carlos Almagro,Music-Hall,Tape,Víctor Ribero,Enrique Gaudino,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1962,Duerme Mi Niña,Tango,Carlos Almagro,Music-Hall,Tape,Mario Canaro,Víctor Prestipino,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1962,La Tablada,Tango,Instrumental,Music-Hall,Tape,Francisco Canaro,,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1962,Mariposita,Tango,Hugo Duval,Music-Hall,Tape,Anselmo Aieta,Francisco Jiménez,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1962,Milonga Con Variaciónes,Tango,Instrumental,Music-Hall,Tape,Francisco Canaro,,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1962,Si No Estuvieras Tú,Tango,Carlos Almagro,Music-Hall,Tape,Leo Lipesker,Víctor Braña,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1962,¿Y A Mi Qué?,Tango,Carlos Almagro,Music-Hall,Tape,Aníbal Troilo,Cátulo Castillo,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1966,Arriba Jara,Tango,Hugo Duval,Music Hall,Tape,Héctor Marcó,,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1966,Estrella,Tango,Hugo Duval,Music Hall,Tape,Roberto Cassinelli; Marcelino Hernández,,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
Rodolfo Biagi ,Rodolfo Biagi y su Orquesta Típica,1966,Palermo,Tango,Carlos Almagro,Music Hall,Tape,Enrique Delfino,,,62-66 / Music-Hall ,Rodolfo Biagi,Donato Calabrese,"Juan Migliore, Carlos Vandemberg, Agustin Bergato, Luis Maggiolo, Juan Kujta","Adolfo Muzzi, Oscar de la Fuente, Oscar de la Fuente, Naum Klotzman, Cayetano Nostro"
