 Bandleader , Orchestra , Date , Title , Genre , Singer , Label , Master , Composer , Author , Arranger , Grouping ,Pianist,Bassist,Bandoneons,Strings
Osvaldo Fresedo,Orquesta Típica Fresedo,11/8/1927,Ni Un Recuerdo,Tango,Instrumental,Odeon,78rpm,Luis Martini,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/8/1927,No Te Olvidarás,Tango,Instrumental,Odeon,78rpm,Eduardo Armani,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/8/1927,Sollozos De Amor,Tango,Instrumental,Odeon,78rpm,Juan Navarro,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/12/1927,Carta Blanca,Tango,Instrumental,Odeon,78rpm,Manuel Kenigstein,J. Kenigstein,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/12/1927,Compadrón,Tango,Instrumental,Odeon,78rpm,Luis Visca,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/12/1927,Mano Cruel,Tango,Instrumental,Odeon,78rpm,Carmelo Mutarelli,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/12/1927,Orquídeas Negras,Vals,Instrumental,Odeon,78rpm,Víctor Troysi,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/12/1927,Vida Nueva,Tango,Instrumental,Odeon,78rpm,Luis Stalman,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/12/1927,Viejo Verde,Tango,Instrumental,Odeon,78rpm,Alberto Richieri,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/12/1927,Visión,Tango,Instrumental,Odeon,78rpm,Miguel Massini,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/15/1927,Bochita,Tango,Instrumental,Odeon,78rpm,A. de Rossi,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/15/1927,Don Esteban,Tango,Coro,Odeon,78rpm,Augusto Berto,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/15/1927,La Cachila,Tango,Instrumental,Odeon,78rpm,Eduardo Arolas,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/15/1927,Mina Bacana,Tango,Instrumental,Odeon,78rpm,Miguel Bucino,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/15/1927,Paternal,Tango,Instrumental,Odeon,78rpm,Próspero Cimaglia,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/15/1927,Quiéreme,Tango,Instrumental,Odeon,78rpm,Javier Arroyuelo,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/15/1927,Soñando,Tango,Instrumental,Odeon,78rpm,Justo Trivelli,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/22/1927,Formidable,Tango,Instrumental,Odeon,78rpm,Rafael Falucho,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/22/1927,Jueves,Tango,Instrumental,Odeon,78rpm,Rafael Rossi; Udelino Toranzo,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/22/1927,"Para Vos, Padrino",Tango,Instrumental,Odeon,78rpm,Rodolfo Sastre,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/22/1927,Tradición,Tango,Instrumental,Odeon,78rpm,Fausto Frontera,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/28/1927,Buey Manso,Tango,Instrumental,Odeon,78rpm,Carmelo Mutarelli,Armando Tagini,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/28/1927,Canto Rodado,Tango,Instrumental,Odeon,78rpm,Mateo Carusillo,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/28/1927,Cuando Llora La Milonga,Tango,Instrumental,Odeon,78rpm,Juan Filiberto,Maria Carnelli,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/28/1927,Desde El Alma,Vals,Instrumental,Odeon,78rpm,Rosita Melo,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/28/1927,Mala Racha,Tango,Instrumental,Odeon,78rpm,Pascual Plastino,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/28/1927,Morochita,Tango,Instrumental,Odeon,78rpm,José Lorito,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/1/1927,El Espiante,Tango,Instrumental,Odeon,78rpm,Osvaldo Fresedo,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/1/1927,No Me Escribas,Tango,Instrumental,Odeon,78rpm,Agustín Bardi,Juan Caruso,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/1/1927,Picaflor,Tango,Instrumental,Odeon,78rpm,Enrique Maciel,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/1/1927,Se Fue,Tango,Instrumental,Odeon,78rpm,Laertes Carroll,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/1/1927,Una Lágrima,Vals,Instrumental,Odeon,78rpm,José Rebollini,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/22/1927,Adiós Muchachos,Tango,Instrumental,Odeon,78rpm,Julio Sanders,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/22/1927,"Copetín, Vos Sos Mi Hermano",Tango,Instrumental,Odeon,78rpm,Andrés Domenech,Diego Flores,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/22/1927,Francesita Linda,Tango,Ernesto Famá,Odeon,78rpm,José Rizzuti,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/22/1927,Marquesita,Tango,Instrumental,Odeon,78rpm,César Vedani,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/22/1927,Romance Triste,Tango,Instrumental,Odeon,78rpm,José Di Clemente,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/2/1928,Acosta En Punta,Tango,Ernesto Famá,Odeon,78rpm,Venancio Lagrota,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/2/1928,Besos Que Matan,Tango,Ernesto Famá,Odeon,78rpm,Guillermo Barbieri,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/2/1928,Canción De Cuna,Tango,Ernesto Famá,Odeon,78rpm,José Rizzuti,José Diez Gomez,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/2/1928,De Puro Guapo,Tango,Ernesto Famá,Odeon,78rpm,Rafael Iriarte,J. Fernández Díaz,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/2/1928,Dejalo A Ese Malo,Tango,Ernesto Famá,Odeon,78rpm,Francisco Germino,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/2/1928,Lechuza,Tango,Ernesto Famá,Odeon,78rpm,Julio Navarrine,Alfredo Navarrine,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/2/1928,Mi Alhaja,Tango,Ernesto Famá,Odeon,78rpm,Carlos Gardel; José Razzano,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/2/1928,Reflejos,Tango,Instrumental,Odeon,78rpm,Ángel Ramos,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/2/1928,Tiento E’ Zorro,Tango,Ernesto Famá,Odeon,78rpm,Bartolomé Chapela,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/7/1928,Campanita,Tango,Ernesto Famá,Odeon,78rpm,Juan Polito; José Polito,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/7/1928,"Che, Papusa, Oí",Tango,Ernesto Famá,Odeon,78rpm,Gerardo Matos Rodríguez,Enrique Cadícamo,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/7/1928,Maldonado,Tango,Ernesto Famá,Odeon,78rpm,Luis Visca,Luis Rubistein,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/7/1928,Nobleza,Tango,Ernesto Famá,Odeon,78rpm,Esteban Rovati,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/7/1928,Qué Lindo Es Estar Metido,Tango,Ernesto Famá,Odeon,78rpm,Enrique Delfino,Pascual Contursi,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/7/1928,Rosas De Abril,Tango,Ernesto Famá,Odeon,78rpm,Rafael Rossi,Eugenio Cárdenas,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/7/1928,Vida Rea,Tango,Ernesto Famá,Odeon,78rpm,Nicolás Vaccaro,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/24/1928,Augustus,Tango,Instrumental,Odeon,78rpm,Emilio Cárcano,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/24/1928,Bonsoir Monsieur,Tango,Ernesto Famá,Odeon,78rpm,Osvaldo Fresedo,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/24/1928,Milonguero Viejo,Tango,Ernesto Famá,Odeon,78rpm,Carlos Di Sarli,Enrique Carrera Sotelo,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/24/1928,Mueble Viejo,Tango,Ernesto Famá,Odeon,78rpm,Raúl de los Hoyos,Agapito Crespo,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/24/1928,"Oh, Corazón",Tango,Instrumental,Odeon,78rpm,Eduardo Armani,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/24/1928,Pucherito,Tango,Ernesto Famá,Odeon,78rpm,Eduardo Armani,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/24/1928,Seguirás La Caravana,Tango,Ernesto Famá,Odeon,78rpm,Pedro Ferro,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/28/1928,Amigablemente,Tango,Ernesto Famá,Odeon,78rpm,Rafael Iriarte,J. Fernández Díaz,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/28/1928,Coperita Posta,Tango,Ernesto Famá,Odeon,78rpm,Rodolfo Sciammarella,Luis Alonso,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/28/1928,El Barrio Murmura,Tango,Ernesto Famá,Odeon,78rpm,Carlos Famá,Carlos Famá,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/28/1928,Francesita Linda,Tango,Ernesto Famá,Odeon,78rpm,José Rizzuti,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/28/1928,Madre Mía,Tango,Ernesto Famá,Odeon,78rpm,Osvaldo Fresedo,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,2/28/1928,Rawson,Tango,Instrumental,Odeon,78rpm,Eduardo Arolas,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/6/1928,Bajo El Disfraz,Tango,Ernesto Famá,Odeon,78rpm,Eduardo Armani; Nicolás Vaccaro,Eduardo Méndez,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/6/1928,Cruz Al Pago,Tango,Instrumental,Odeon,78rpm,Juan Larroca,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/6/1928,Cuando Era Buena,Tango,Instrumental,Odeon,78rpm,Juan Moreno González,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/6/1928,Don Juan,Tango,Instrumental,Odeon,78rpm,Ernesto Ponzio,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/6/1928,Fama,Tango,Instrumental,Odeon,78rpm,Alberto Rodríguez,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/6/1928,Funyi Claro,Tango,Ernesto Famá,Odeon,78rpm,Nicolás Vaccaro,Eduardo Méndez,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/6/1928,Juguete De Amor,Tango,Ernesto Famá,Odeon,78rpm,Julio Bonnet,I. Bonnet,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/6/1928,Perdone Amigazo,Tango,Ernesto Famá,Odeon,78rpm,José Furio,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/12/1928,Adiós Muchachos,Tango,Instrumental,Odeon,78rpm,Julio Sanders,César Vedani,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/12/1928,Tu Disfraz,Tango,Ernesto Famá,Odeon,78rpm,Ángel Danesi ,José de Grandis,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/12/1928,Una Vida,Tango,Ernesto Famá,Odeon,78rpm,Ángel Danesi,Julio Navarrine,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/20/1928,Para Vos,Tango,Ernesto Famá,Odeon,78rpm,Emilio Franceschi,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/20/1928,Pobre Gringo,Tango,Ernesto Famá,Odeon,78rpm,Antonio Scatasso; Juan Caruso,Alberto Vacarezza,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/20/1928,Por Su Culpa,Tango,Instrumental,Odeon,78rpm,Celestino Baiardi,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/20/1928,Viejo Caserón,Tango,Instrumental,Odeon,78rpm,Antonio Di Benedetto,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/20/1928,"Ya No Cantas, Chingolo",Tango,Ernesto Famá,Odeon,78rpm,Antonio Scatasso,Edmundo Bianchi,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/27/1928,Deja Que La Gente Diga,Tango,Ernesto Famá,Odeon,78rpm,Raúl Hoyos,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/27/1928,Qué Sabe La Gente!,Tango,Ernesto Famá,Odeon,78rpm,Antonio Scatasso,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/27/1928,Quema Esas Cartas,Vals,Ernesto Famá,Odeon,78rpm,Raúl Hoyos,Manuel Romero,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/27/1928,Suerte Perra,Tango,Instrumental,Odeon,78rpm,Cayetano Laferia,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,4/3/1928,Andate Con La Otra,Tango,Ernesto Famá,Odeon,78rpm,Carlos Geroni Flores,Enrique Dizeo,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,4/3/1928,Has Vuelto Hermano,Tango,Instrumental,Odeon,78rpm,Vicente Ricciardelli,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,4/3/1928,La Canción Del Barrio,Tango,Instrumental,Odeon,78rpm,Alberto Gandolfo,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,4/3/1928,Re Fa Si,Tango,Instrumental,Odeon,78rpm,Enrique Delfino,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,4/10/1928,Caridad,Tango,Ernesto Famá,Odeon,78rpm,Ricardo Brignolo,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,4/10/1928,Cómo Se Guarda Un Tesoro,Tango,Ernesto Famá,Odeon,78rpm,Carlos Portela,,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,4/10/1928,Rajá Del Barrio,Tango,Instrumental,Odeon,78rpm,Arturo de Bassi,Pablo Suero,,26-28 / Sextet,José María Rizzuti,Humberto Costanzo,"Osvaldo Fresedo, Alberto Rodríguez","Adolfo Muzzi, Jean Koller"
