Bandleader,Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneon,Strings
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/7/1946,Rosicler,Tango,Julio Martel,Odeón,78rpm,José Basso,Francisco García Jiménez,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/29/1946,Jirón Porteño,Tango,Julio Martel,Odeón,78rpm,Juan Raggi,Julio Plácido Navarrine,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/29/1946,Qué Lindo Es Estar Metido,Tango,Carlos Dante,Odeón,78rpm,Enrique Delfino,Domingo Parra; Pascual Contursi,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/13/1946,Yo También Carrero Fui,Tango,Julio Martel,Odeón,78rpm,Héctor Marcó,Héctor Marcó (Héctor Domingo Marcolongo),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/27/1946,Adiós Marinero,Tango,Carlos Dante y Julio Martel,Odeón,78rpm,Arturo Gallucci,Reinaldo Yiso (Reinaldo Ghiso); Félix Villa (Félix Lípesker),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/27/1946,Chorra,Tango,Julio Martel,Odeón,78rpm,Enrique Discépolo,Enrique Santos Discépolo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/27/1946,Mano A Mano,Tango,Carlos Dante,Odeón,78rpm,Carlos Gardel; José Razzano,Celedonio Esteban Flores,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/20/1947,Alelí,Tango,Carlos Dante,Odeón,78rpm,Alfredo Angelis,José Rótulo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/20/1947,Yo También Reí,Tango,Julio Martel,Odeón,78rpm,Carlos Cubria; Héctor Gentile,José Rótulo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/23/1947,A su Memoria,Vals,Carlos Dante,Odeón,78rpm,Antonio Sureda,Homero Manzi,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/23/1947,Entrá Sin Miedo Hermana,Tango,Julio Martel,Odeón,78rpm,Raúl Hoyos,Mario Flores,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/8/1947,Con La Otra,Tango,Carlos Dante,Odeón,78rpm,Antonio Bonavena,Rodolfo Scafidi; Montenieve (Antonio Bonavena),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/8/1947,Sigan Tomando Muchachos,Tango,Julio Martel,Odeón,78rpm,Lito Bayardo,Lito Bayardo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/6/1947,La Novia Ausente,Tango,Julio Martel,Odeón,78rpm,Guillermo Barbieri,A. Cadícamo (Enrique Domingo Cadícamo),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/6/1947,Lunes (Lunes Trece),Tango,Carlos Dante,Odeón,78rpm,José Padula,Francisco García Jiménez,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/3/1947,Cien Guitarras,Milonga,Carlos Dante y Julio Martel,Odeón,78rpm,Arturo Gallucci,Raúl Hormaza (Raúl Mario Hormaza),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/3/1947,Flores del alma,Vals,Carlos Dante y Julio Martel,Odeón,78rpm,Juan Larenza,Alfredo Lucero Palacios; Lito Bayardo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/20/1947,Pinche,Tango,Instrumental,Odeón,78rpm,Francisco Canaro; Juan Canaro,Juan Andrés Caruso,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/20/1947,Sentencia,Tango,Carlos Dante,Odeón,78rpm,Pedro Maffia,Celedonio Esteban Flores,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/21/1947,A Magaldi,Vals,Carlos Dante y Julio Martel,Odeón,78rpm,Carlos Dante; Pedro Noda,Juan Bernardo Tiggi,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/21/1947,Esta Vuelta Pago Yo,Tango,Carlos Dante,Odeón,78rpm,Miguel Bonano,José De Grassi,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/23/1947,Fruto Dulce,Tango,Carlos Dante y Julio Martel,Odeón,78rpm,Horacio Susena,Horacio Susena,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/23/1947,Por Quererte Te Perdi,Tango,Julio Martel,Odeón,78rpm,Alfonso Casini,Marvil (Elizardo Martínez Vila),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/16/1948,Pa' Qué Te Voy A Contar,Milonga,Julio Martel,Odeón,78rpm,Domingo Sciaraffía,Domingo Sciaraffía,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/16/1948,Pastora,Tango,Carlos Dante y Julio Martel,Odeón,78rpm,Alfredo Angelis,José Rótulo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/11/1948,Cristal Y Luna,Tango,Carlos Dante,Odeón,78rpm,Guillermo Vilar,Pedro Blasco,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/11/1948,Selección de Enrique Santos Discépolo,Tango,Carlos Dante y Julio Martel,Odeón,78rpm,Enrique Discépolo,Enrique Santos Discépolo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/23/1948,No Te Perdono Más,Tango,Julio Martel,Odeón,78rpm,Rodolfo Sciammarella,Rodolfo Sciammarella (Rodolfo Pascual Sciammarella),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/23/1948,Para Ti Madre ,Vals,Carlos Dante,Odeón,78rpm,José Mocciola,Venancio Clauso,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,9/21/1948,El Huracán,Tango,Instrumental,Odeón,78rpm,Osvaldo Donato; Edgardo Donato,Nolo López (Manuel López),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/17/1948,Cuatro Líneas Para El Cielo,Tango,Carlos Dante,Odeón,78rpm,Arturo Gallucci,Reinaldo Yiso (Reinaldo Ghiso),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/17/1948,Una Carta,Tango,Julio Martel,Odeón,78rpm,Miguel Bucino,Miguel Bucino,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/20/1949,Bajo Belgrano,Tango,Julio Martel,Odeón,Micro,Anselmo Aieta,Francisco García Jiménez,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/20/1949,Mocosita,Tango,Carlos Dante,Odeón,Micro,Gerardo Rodríguez,Víctor Soliño,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/12/1949,Esta Noche Me Despido,Tango,Carlos Dante,Odeón,Micro,Carlos Dante,José Rótulo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/12/1949,Mi cariñito,Vals,Carlos Dante y Julio Martel,Odeón,Micro,Alfredo Angelis,José Rótulo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/2/1949,Allá En El Bajo,Tango,Carlos Dante,Odeón,Micro,Agustín Magaldi; Pedro Noda,Ismael Aguilar; Gerónimo Martinelli Massa,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/2/1949,El Ciruja,Tango,Julio Martel,Odeón,Micro,Ernesto Cruz,Francisco Alfredo Marino,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/16/1949,Atenti Pebeta,Tango,Julio Martel,Odeón,Micro,Ciriaco Ortiz,Celedonio Esteban Flores,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/16/1949,Compadrón,Tango,Carlos Dante,Odeón,Micro,Luis Visca,Enrique Domingo Cadícamo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,9/26/1949,Amigazo,Tango,Carlos Dante,Odeón,Micro,Juan Filiberto,Francisco Brancatti; Juan Miguel Velich,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,9/26/1949,Buscando Perdón,Tango,Carlos Dante,Odeón,Micro,Alberto Talián; Eduardo Talián,Santiago Adamini,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/14/1949,Misa De Once,Tango,Julio Martel,Odeón,Micro,Juan Guichandut,Armando José María Tagini,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/14/1949,Pequeña,Vals,Carlos Dante,Odeón,Micro,Osmar Maderna,Homero Aldo Expósito,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/6/1949,Carga,Tango,Carlos Dante,Odeón,Micro,Wenceslao Cinosi; Wellington Cinosi,Carlos Bahr (Carlos Andrés Bahr),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/6/1949,Santa Madrecita,Tango,Carlos Dante,Odeón,Micro,Juan D´Arienzo; Héctor Varela,Carlos Waiss,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/13/1949,Carro Viejo,Tango,Julio Martel,Odeón,Micro,Fernando Montoni,Maximo José Orsi,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/13/1949,La Limosna,Tango,Julio Martel,Odeón,Micro,Juan Guichandut,Horacio Basterra (Horacio Sanguinetti),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/23/1949,Adiós Vidalita,Tango,Carlos Dante,Odeón,Micro,Juan Larenza,Lito Bayardo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/23/1949,Al Pie De La Santa Cruz,Tango,Carlos Dante,Odeón,Micro,Enrique Delfino,Mario Battistella,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/28/1950,Gloria,Tango,Carlos Dante,Odeón,Micro,Humberto Canaro,Armando Tagini,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/28/1950,Sos Bueno Vos También,Tango,Julio Martel,Odeón,Micro,Francisco Canaro,Juan Andrés Caruso,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/19/1950,Jorge Duval,Tango,Instrumental,Odeón,Micro,Alfredo Angelis,,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/16/1950,No vuelvas María,Vals,Carlos Dante y Julio Martel,Odeón,Micro,Juan Larenza,Cátulo Castillo (Ovidio Cátulo González Castillo),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/19/1950,Adiós Muchachos,Tango,Julio Martel,Odeón,Micro,Julio Sanders,César Felipe Vedani; Carol Raven,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/19/1950,Bésame En La Boca,Tango,Carlos Dante,Odeón,Micro,José Rizzuti,Eduardo Calvo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/7/1950,El Otario,Milonga,Instrumental,Odeón,Micro,Gerardo Metallo,Juan Miguel Velich,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/7/1950,El santo de la espada,Vals,Julio Martel,Odeón,Micro,Luis Mendoza,Reinaldo Yiso (Reinaldo Ghiso),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/7/1950,La Marcha Nupcial,Tango,Carlos Dante,Odeón,Micro,Armando Tagini,Venancio Juan Clauso,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,9/22/1950,Nunca Te Podré Olvidar,Tango,Carlos Dante,Odeón,Micro,Víctor Braña,Enrique Miguel Gaudino,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/20/1950,9 De Julio,Tango,Instrumental,Odeón,Micro,José Padula,Lito Bayardo (Manuel Juan García Ferrari),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
