Bandleader,Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneon,Strings
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/10/1951,Flor De Fango,Tango,Oscar Larroca,Odeón,Micro,Augusto Gentile,Pascual Contursi,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/10/1951,Llevátelo Todo,Tango,Oscar Larroca,Odeón,Micro,Rodolfo Sciammarella,Rodolfo Pascual Sciammarella,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/10/1951,Por Qué Me Das Dique,Tango,Oscar Larroca,Odeón,Micro,Rodolfo Sciammarella,Luis Alonso (Luis Alberto Alonso),,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/29/1951,Patrona,Milonga,Carlos Dante,Odeón,Micro,Juan Larenza,Cátulo Castillo (Ovidio Cátulo González Castillo),,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/29/1951,Por Qué Doblan Las Campanas,Tango,Carlos Dante y Oscar Larroca,Odeón,Micro,Alfredo Angelis,José Rótulo,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/29/1951,Telarañas,Tango,Carlos Dante y Oscar Larroca,Odeón,Micro,Andrés Domenech,Jesús Fernández Blanco,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/11/1951,Caminito Del Taller,Tango,Carlos Dante,Odeón,Micro,Cátulo Castillo,Cátulo Castillo,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/11/1951,Criolla,Vals,Carlos Dante y Oscar Larroca,Odeón,Micro,Arturo Gallucci; Carmelo Nápoli,Enrique Gaudino (Enrique Miguel Gaudino),,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/23/1951,Almagro,Tango,Oscar Larroca,Odeón,Micro,Vicente Lorenzo,Antonio Polito (Ángel Timarni),,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/23/1951,Entrá Nomás,Tango,Oscar Larroca,Odeón,Micro,Juan Rezzano,Francisco Antonio Bastardi,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/3/1951,Pasional,Tango,Oscar Larroca,Odeón,Micro,Jorge Caldara,Mario Soto,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/5/1951,Miguelito El Arriero,Tango,Carlos Dante y Oscar Larroca,Odeón,Micro,Hipólito Carón,Hipólito Oneca (Hipólito Vicente Benedetto Oneca),,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/12/1951,La Misma Tarde,Tango,Carlos Dante y Oscar Larroca,Odeón,Micro,Graciano Gómez,Ricardo Thompson,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/12/1951,Pampa y cielo,Vals,Carlos Dante,Odeón,Micro,Pacífico Lambertucci,Pacífico Víctor Lambertucci,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/15/1952,La Flauta De Bartolo,Milonga,Carlos Dante y Oscar Larroca,Odeón,Micro,Domingo Sciaraffía,Domingo Eduardo Sciaraffía,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/15/1952,Pobre De Ellos,Tango,Carlos Dante,Odeón,Micro,Héctor Marcó,Héctor Marcó (Héctor Domingo Marcolongo),,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/20/1952,Medallita De La Suerte,Tango,Oscar Larroca,Odeón,Micro,Carlos Gardel; José Razzano,Mario Battistella,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/20/1952,Pa' Mí Es Igual ,Tango,Oscar Larroca,Odeón,Micro,Agustín Irusta; Santiago Fugazot; Lucio Demare,Domingo Enrique Cadícamo,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/30/1952,Sonsa,Tango,Carlos Dante,Odeón,Micro,Raúl Hoyos,Emilio Augusto Oscar Fresedo,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/30/1952,Un Cacho 'E Tango,Tango,Carlos Dante,Odeón,Micro,Alfredo Angelis,Francisco Amor,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/1/1952,Cuando Llora La Milonga,Tango,Instrumental,Odeón,Micro,Juan Filiberto,Luis Mario (María Luisa Carnelli),,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/1/1952,Zorro Gris,Tango,Oscar Larroca,Odeón,Micro,Rafael Tuegols,Francisco García Jiménez,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/5/1952,El Choclo,Tango,Instrumental,Odeón,Micro,Ángel Villoldo,Juan Carlos Marambio Catán; Enrique Santos Discépolo,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/5/1952,Tradición,Tango,Carlos Dante y Oscar Larroca,Odeón,Micro,Fausto Frontera,Enrique Cadícamo,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/5/1952,Trapo Viejo,Tango,Carlos Dante,Odeón,Micro,Agustín Magaldi; Pedro Noda,Benjamín Tagle Lara,,Dante + Larroca (1950-52),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/8/1952,Lina,Vals,Carlos Dante y Oscar Larroca,Odeón,Tape,Venancio Clauso,Venancio Juan Pedro Clauso,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/8/1952,Seis De Enero,Tango,Carlos Dante,Odeón,Tape,Arturo Gallucci,Reinaldo Yiso (Reinaldo Ghiso),,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/14/1952,El Once ,Tango,Instrumental,Odeón,Tape,Osvaldo Fresedo,Emilio Fresedo (Emilio Augusto Oscar Fresedo),,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/14/1952,Hacélo Por La Vieja,Tango,Oscar Larroca,Odeón,Tape,Rodolfo Sciammarella,Carlos Viván; Héctor Bonatti,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/14/1952,Rayito,Tango,Instrumental,Odeón,Tape,Alfonso Lacueva,,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/14/1952,Tus Besos Fueron Míos,Tango,Carlos Dante,Odeón,Tape,Anselmo Aieta,Francisco García Jiménez,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/25/1952,Como la margarita,Vals,Carlos Dante y Oscar Larroca,Odeón,Tape,Héctor Gentile,José Rótulo,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/25/1952,Para Ustedes,Tango,Instrumental,Odeón,Tape,Guillermo Vilar,,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/25/1952,Que Nadie Se Entere,Tango,Oscar Larroca,Odeón,Tape,Alberto Gómez,Alberto Gómez,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/23/1952,Oyeme Mamá,Tango,Carlos Dante,Odeón,Tape,Armando Baliotti,Julio Jorge Nelson (Isaac Rosofsky),,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/23/1952,Verdad Que No,Tango,Carlos Dante,Odeón,Tape,Juan Rodríguez,José Rótulo,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/14/1953,Quién Más Quién Menos,Tango,Carlos Dante,Odeón,Tape,Enrique Discépolo,Enrique Santos Discépolo,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/14/1953,Viejo Rincón,Tango,Oscar Larroca,Odeón,Tape,Raúl Hoyos,Roberto Lino Cayol,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/6/1953,Cómo Nos Cambia La Vida,Tango,Oscar Larroca,Odeón,Tape,Roberto Rufino,Marvil (Elizardo Martínez Vilas),,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/6/1953,Lo Llevo En La Sangre,Tango,Carlos Dante,Odeón,Tape,Víctor Braña,Enrique Gaudino (Enrique Miguel Gaudino),,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/11/1953,Bailarín Compadrito,Tango,Oscar Larroca,Odeón,Tape,Miguel Bucino,Miguel Eusebio Bucino,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/11/1953,Milonguita (Esthercita),Tango,Carlos Dante,Odeón,Tape,Enrique Delfino,Samuel Linning,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/3/1953,La Loba,Tango,Instrumental,Odeón,Tape,Oscar Cianciarulo,,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/3/1953,Mañanita Linda,Tango,Carlos Dante y Oscar Larroca,Odeón,Tape,Alfredo Angelis,José Rótulo,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/26/1953,Seleccion De Tangos,Tango,Carlos Dante y Oscar Larroca,Odeón,Tape,Various,Various,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/26/1953,Seleccion de valses,Vals,Carlos Dante y Oscar Larroca,Odeón,Tape,Various,Various,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/6/1953,Noche Callada,Tango,Carlos Dante y Oscar Larroca,Odeón,Tape,Julio Caro; Cristino Tapia,Eduardo Beccar,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/6/1953,Prohibido,Tango,Oscar Larroca,Odeón,Tape,Manuel Sucher,Carlos Bahr,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/5/1953,La Novena,Tango,Carlos Dante,Odeón,Tape,Miguel Bonano,Alfredo Bigeschi,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/5/1953,Marcao,Tango,Oscar Larroca,Odeón,Tape,Vicente Demarco,Alfredo Faustino Roldán,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/4/1953,Seleccion De Tangos (II),Tango,Carlos Dante y Oscar Larroca,Odeón,Tape,Various,Various,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/7/1953,Visión,Tango,Oscar Larroca,Odeón,Tape,Jaime Hoyos,Nolo López (Manuel López),,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/7/1953,Volvamos A Empezar,Tango,Oscar Larroca,Odeón,Tape,Daniel Álvarez,Eduardo Pablo Maradei,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/18/1953,Por Eso Te Quiero,Tango,Carlos Dante,Odeón,Tape,Carlos Dante,Reinaldo Yiso,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/18/1953,Que nadie sepa mi sufrir,Vals,Carlos Dante,Odeón,Tape,Ángel Cabral,Enrique Dizeo,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/15/1954,Amor De Cielo,Tango,Carlos Dante,Odeón,Tape,Hipólito Caron,Hipólito Oneca (Hipólito Vicente Benedetto Oneca),,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/15/1954,Cuando Te Fuiste,Tango,Oscar Larroca,Odeón,Tape,Benjamín García,Paul Géraldy (Paul Georges Lefèvre Geraldy) (SACEM),,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/21/1954,Soy Una Fiera,Milonga,Oscar Larroca,Odeón,Tape,Francisco Martino,Francisco Isidro Martino,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/21/1954,Un Kilo De Tango,Tango,Carlos Dante,Odeón,Tape,Susana Orlandini,Aguamansa (Susana Lydia Orlandini),,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/19/1954,Mi ambición,Vals,Carlos Dante y Oscar Larroca,Odeón,Tape,Cristino Tapia,Cristino Tapia,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/19/1954,Qué Lento Corre El Tren,Tango,Carlos Dante,Odeón,Tape,Alfredo Angelis,Carmelo Volpe,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/23/1954,Mía,Tango,Carlos Dante,Odeón,Tape,Antonio Arona; Elvino Vardaro,Celedonio Esteban Flores,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/23/1954,Oración Rante,Tango,Oscar Larroca,Odeón,Tape,Roberto Chanel,Aldo Queirolo,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/1/1954,Chau,Tango,Oscar Larroca,Odeón,Tape,Wenceslao Cinosi; Wellington Cinosi,Reinaldo Yiso (Reinaldo Ghiso),,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/4/1954,Seleccion De Tangos Camperos,Tango,Carlos Dante y Oscar Larroca,Odeón,Tape,Various,Various,,Tape (1952-56),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
