Bandleader,Orchestra,,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneon,Strings
Edgardo Donato,Edgardo Donato y sus Muchachos,1/26/1939,La Mimada,Milonga,Horacio Lagos,Victor,78rpm,Miguel Andrés Fama,Miguel Andrés Fama,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,1/26/1939,Para Qué,Tango,Horacio Lagos,Victor,78rpm,Edgardo Donato,Maruja Pacheco Huergo,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,3/6/1939,De Punta A Punta,Milonga,Horacio Lagos,Victor,78rpm,Osvaldo Donato,Sandalio Gómez,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,3/6/1939,Lágrimas,Tango,Horacio Lagos,Victor,78rpm,Edgardo Donato,Maruja Pacheco Huergo,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,3/27/1939,Carnaval De Mi Barrio,Tango,Lita Morales y Horacio Lagos,Victor,78rpm,Luis Rubistein,Luis Rubistein,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,3/27/1939,Sombra Gaucha,Tango,Horacio Lagos y Lita Morales,Victor,78rpm,Héctor Baldi,Alberto Pellegrini,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,6/5/1939,Madrecita,Vals,Horacio Lagos,Victor,78rpm,José Pollicita; Alfonso Lacueva,José Pollicita; Alfonso Lacueva (Alfonso Ramiro Lacueva),,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,6/5/1939,Sinsabor,Tango,Lita Morales y Horacio Lagos,Victor,78rpm,Ascanio Ernesto Donato,Adolfo Antonio Vedani,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,8/2/1939,Pasión Criolla,Tango,Instrumental,Victor,78rpm,Salvador Grupillo,Francisco Lio,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,8/31/1939,Chapaleando Barro,Tango,Lita Morales y Horacio Lagos,Victor,78rpm,Arturo Castillo,Celedonio Flores,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,8/31/1939,Soy Mendigo,Tango,Horacio Lagos,Victor,78rpm,Osvaldo Donato,Adolfo Vedani,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,11/14/1939,El Torito,Tango,Instrumental,Victor,78rpm,Ángel Villoldo,Carlos Pesce; Antonio Polito,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,11/14/1939,Noches Correntinas,Vals,Horacio Lagos y Romeo Gavioli,Victor,78rpm,Juan Giliberti,Juan Giliberti,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,1/11/1940,Mi Serenata,Tango,Lita Morales y Romeo Gavioli,Victor,78rpm,Edgardo Donato,Juan Thorry,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,1/11/1940,Volverás Pero Cuándo,Vals,"Lita Morales, Horacio Lagos y Romeo Gavioli",Victor,78rpm,Sebastián Piana,Homero Manzi,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,1/24/1940,Luna,Vals,"Lita Morales, Horacio Lagos y Romeo Gavioli",Victor,78rpm,Osvaldo Donato,Sandalio Gómez,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,1/24/1940,﻿Triqui-Trá,Tango,Lita Morales ,Victor,78rpm,Edgardo Donato,Maruja Huergo,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,4/5/1940,Campo Afuera,Milonga,Horacio Lagos,Victor,78rpm,Rodolfo Biagi,Homero Manzi,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,4/5/1940,Sinfonía De Arrabal,Tango,"Horacio Lagos, Lita Morales y Romeo Gavioli",Victor,78rpm,Maruja Huergo,Maruja Huergo,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,4/30/1940,La Melodía Del Corazón,Tango,Romeo Gavioli,Victor,78rpm,"F Di Cicco, H M Artola, C Santiago",,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,4/30/1940,Porteña Linda,Milonga,Horacio Lagos,Victor,78rpm,Edgardo Donato,Horacio Sanguinetti,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/18/1940,Diablesa,Vals,Horacio Lagos,Victor,78rpm,"T Guizar, N Noriega",,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/18/1940,El Distinguido Ciudadano,Tango,Instrumental,Victor,78rpm,P Paulos ,,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,9/30/1940,Estrellita Mía,Vals,"Romeo Gavioli, Lita Morales y Horacio Lagos",Victor,78rpm,"A Soiffer, R Ratti",,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,9/30/1940,Yo Te Amo,Tango,Lita Morales y Romeo Gavioli,Victor,78rpm,"Edgardo Donato, C Lenzi",,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,11/22/1940,Fue Mi Salvación,Tango,Horacio Lagos,Victor,78rpm,Ascanio Donato ,A Cosentino,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,12/13/1940,El Lengue,Tango,Instrumental,Victor,78rpm,Edgardo Donato,,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,12/13/1940,Sentir Del Corazón,Milonga,Horacio Lagos y Romeo Gavioli,Victor,78rpm,B R Atella,,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,1/21/1941,Deja El Mundo Como Está,Tango,Horacio Lagos,Victor,78rpm,Rodolfo Biagi,Rodolfo Sciammarella,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,1/21/1941,La Shunca,Vals,"Romeo Gavioli, Lita Morales y Horacio Lagos",Victor,78rpm,Lorenzo Barcelata,Ernesto Cortázar,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,2/5/1941,Amando En Silencio,Tango,Horacio Lagos y Romeo Gavioli,Victor,78rpm,José Pécora,Francisco Jiménez,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,2/18/1941,Mis Pesares,Tango,Horacio Lagos,Victor,78rpm,Edgardo Donato ,Carlos Pesce ,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,2/18/1941,Repique Del Corazón,Milonga,Horacio Lagos y Romeo Gavioli,Victor,78rpm,Osvaldo Donato,José Rótulo,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,6/11/1941,A Oscuras,Tango,Horacio Lagos,Victor,78rpm,Ascanio Donato,Héctor Marcó,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/21/1941,Te Busco,Tango,Horacio Lagos,Victor,78rpm,Edgardo Donato ,Héctor Marcó ,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,8/6/1941,Mañana Será La Mía,Vals,Lita Morales y Horacio Lagos (con coro),Victor,78rpm,Egidio Pittaluga,Mario Battistella,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,8/6/1941,Un Libro,Tango,Horacio Lagos,Victor,78rpm,Osvaldo Donato,Ricardo Olcese,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,10/13/1941,A Media Luz,Tango,Horacio Lagos,Victor,78rpm,Edgardo Donato,Carlos Lenzi,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,10/13/1941,Quién Será,Vals,Horacio Lagos,Victor,78rpm,Luis Rubistein,Luis Rubistein,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,3/11/1942,Cara Negra,Milonga,Horacio Lagos,Victor,78rpm,José Rótulo,Edgardo Donato,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,3/11/1942,Mishiadura,Tango,Instrumental,Victor,78rpm,Eduardo Arolas,Alfredo Bigeschi,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,5/28/1942,Parece Ayer,Tango,Horacio Lagos,Victor,78rpm,Edgardo Donato,José María Contursi,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,5/28/1942,Tu Confidencia,Tango,Romeo Gavioli,Victor,78rpm,Romeo Gavioli; Mauricio Miserizky,José Rótulo,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,8/6/1942,Lonjazos ,Tango,Romeo Gavioli y Horacio Lagos,Victor,78rpm,Andrés Doménech,Jesús Blanco,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,8/6/1942,Mendocina,Vals,Romeo Gavioli,Victor,78rpm,Miguel Bruno,Benigno Palmeiro,,34-42 / Bertolin Accordian ,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano, Osvaldo Bertolín (accordian)","Edgardo Donato, Domingo Milillo, Armando Piovani, José Pollicita,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,3/23/1944,El Lecherito,Milonga,Jorge Denis y Daniel Adamo,Victor,78rpm,Edgardo Donato,Horacio Sanguinetti,,44-61 / Post breakup ,Bernardo Blas,?,"Ernesto Rossi, Julián Plaza, ???"," Rolando Curzel, ???"
Edgardo Donato,Edgardo Donato y sus Muchachos,3/23/1944,La Gran Aldea,Tango,Jorge Denis,Victor,78rpm,Edgardo Donato,Horacio Sanguinetti (Horacio Basterra),,44-61 / Post breakup ,Bernardo Blas,?,"Ernesto Rossi, Julián Plaza, ???"," Rolando Curzel, ???"
Edgardo Donato,Edgardo Donato y sus Muchachos,3/21/1945,Barrio Tranquilo,Tango,Pablo Lozano,Victor,78rpm,Arturo Gallucci,Victorino Velázquez,,44-61 / Post breakup ,Bernardo Blas,?,"Ernesto Rossi, Julián Plaza, ???"," Rolando Curzel, ???"
Edgardo Donato,Edgardo Donato y sus Muchachos,3/21/1945,La De Los Ojos Tristes,Tango,Pablo Lozano,Victor,78rpm,Edgardo Donato,Héctor Marcó,,44-61 / Post breakup ,Bernardo Blas,?,"Ernesto Rossi, Julián Plaza, ???"," Rolando Curzel, ???"
Edgardo Donato,Edgardo Donato y sus Muchachos,6/28/1945,"Portero, Suba Y Diga",Tango,Roberto Beltrán,Victor,78rpm,Eduardo De Labar,Luis Amadori,,44-61 / Post breakup ,Bernardo Blas,?,"Ernesto Rossi, Julián Plaza, ???"," Rolando Curzel, ???"
Edgardo Donato,Edgardo Donato y su Moderna Orquesta Típica,6/28/1945,Pregonera,Tango,Alberto Podestá,Victor,78rpm,Alfredo De Angelis,José Rótulo,,44-61 / Post breakup ,Bernardo Blas,?,"Ernesto Rossi, Julián Plaza, ???"," Rolando Curzel, ???"
Edgardo Donato,Edgardo Donato y su Moderna Orquesta Típica,1945,Demasiado Tarde,Tango,Roberto Beltrán,Victor,78rpm,Francisco Tróppoli,Agustín Horacio Delamónica,,44-61 / Post breakup ,Bernardo Blas,?,"Ernesto Rossi, Julián Plaza, ???"," Rolando Curzel, ???"
Edgardo Donato,Edgardo Donato y su Orquesta Típica,1945,Sin Palabras,Tango,Osvaldo Morel,Victor,78rpm,Mariano Mores,Enrique Santos Discépolo,,44-61 / Post breakup ,Bernardo Blas,?,"Ernesto Rossi, Julián Plaza, ???"," Rolando Curzel, ???"
Edgardo Donato,Edgardo Donato y su Orquesta Típica,1945,Una Vez,Tango,Osvaldo Morel,Victor,78rpm,Osvaldo Pugliese,Cátulo Castillo,,44-61 / Post breakup ,Bernardo Blas,?,"Ernesto Rossi, Julián Plaza, ???"," Rolando Curzel, ???"
Edgardo Donato,Edgardo Donato y su Orquesta Típica,4/14/1950,Che Bandoneón,Tango,Carlos Almada,Pampa,?,Aníbal Troilo,Homero Manzi,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,4/14/1950,El Huracán,Tango,Carlos Almada,Pampa,?,Osvaldo Donato; Edgardo Donato,Manuel López,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,7/7/1950,A Media Luz,Tango,Carlos Almada,Pampa,?,Edgardo Donato,Carlos Lenzi,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,7/7/1950,Mamboretá,Tango,Carlos Almada,Pampa,?,María Godard,Francisco Jiménez,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,8/14/1950,Jorge Duval,Tango,Instrumental,Pampa,?,Alfredo De Angelis,,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,8/14/1950,Pituca,Tango,Carlos Almada,Pampa,?,Enrique Cadícamo,Rogelio Ferreyra,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,10/16/1950,Por Qué No Me Besas,Vals,Adolfo Rivas,Pampa,?,Francisco Caso,Homero Manzi ,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,10/16/1950,Se Va La Vida,Tango,Carlos Almada,Pampa,?,Edgardo Donato; Roberto Zerrillo,Luis Mario,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,12/1/1950,Julián,Tango,Instrumental,Pampa,?,Edgardo Donato,José Panizza,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,12/1/1950,Qué Fenómeno,Tango,Carlos Almada,Pampa,?,Anselmo Aieta,Enrique Dizeo,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,12/26/1950,Cómo Se Pianta La Vida,Tango,Carlos Almada,Pampa,?,Carlos Viván,Carlos Viván,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,12/26/1950,Tu Desprecio,Tango,Adolfo Rivas,Pampa,?,Edgardo Donato,Homero Manzi,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,6/6/1951,El Patio De La Morocha,Tango,Carlos Almada,Pampa,?,Mariano Mores,Cátulo Castillo,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,6/6/1951,Mi Virgencita De Luján,Vals,Hugo Roca,Pampa,?,Edgardo Donato,Horacio Sanguinetti,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,9/17/1951,Cartón Ligador,Tango,Instrumental,Pampa,?,Edgardo Donato,Roberto Fontaina; Víctor Soliño,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,9/17/1951,El Camión,Tango,Carlos Almada,Pampa,?,Ricardo Seritti; Alberto Basilio,,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,9/17/1951,El Vinacho,Milonga,Carlos Almada,Pampa,?,José Razzano,Julio Navarrine,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,9/17/1951,Por Qué Doblan Las Campanas,Tango,Carlos Almada,Pampa,?,Alfredo De Angelis,José Rótulo,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,11/13/1951,Muchacho,Tango,Carlos Almada,Pampa,?,Edgardo Donato,Celedonio Flores,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,11/13/1951,Un Mal Día,Tango,Carlos Almada,Pampa,?,Horacio Riente,Carlos Almada,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,1/18/1952,El Acomodo,Tango,Instrumental,Pampa,?,Edgardo Donato,,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,1/18/1952,Pensá Lo Que Has Hecho,Tango,Carlos Almada,Pampa,?,Osvaldo Donato,Julio Nelson,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,1/18/1952,Por Una Mujer,Vals,Carlos Almada,Pampa,?,Enrique Maciel,Enrique Maroni,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,1/18/1952,Preparate Pa´L Domingo,Tango,Carlos Almada,Pampa,?,Guillermo Barbieri,José Rial,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,6/25/1952,Mi Serenata,Tango,Alberto Podestá y Carlos Almada,Pampa,?,Edgardo Donato,Juan Carlos Thorry ,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,6/25/1952,Será Una Noche,Tango,Carlos Almada,Pampa,?,José Tinelli,Manuel Campos,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,7/25/1952,Oyeme Mamá,Tango,Carlos Almada,Pampa,?,Armando Baliotti,Julio Nelson,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,7/25/1952,Papas Calientes,Tango,Instrumental,Pampa,?,Eduardo Arolas,Héctor Polito,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,11/4/1952,El Huracán,Tango,Instrumental,Pampa,?,"Edgardo Donato, Nolo López",,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,11/4/1952,Para Qué,Tango,Instrumental,Pampa,?,"Osvaldo Borroni, Armando Tagini",,,44-61 / Post breakup ,,,,
