Bandleader,Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/6/1952,Para Dos,Tango,Instrumental,Odeón,Micro,Osvaldo Ruggiero,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/6/1952,Entrador,Tango,Instrumental,Odeón,Micro,Mario Demarco,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/27/1952,La Tupungatina,Tango,Instrumental,Odeón,Micro,Cristino Tapia,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/27/1952,Ahora No Me Conocés,Tango,Alberto Morán,Odeón,Micro,Armando Baliotti,Carlos Giampé,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/9/1952,Por Pecadora,Tango,Alberto Morán,Odeón,Tape,Jorge Caldara,Mario Soto,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/9/1952,Si Sos Brujo,Tango,Instrumental,Odeón,Tape,Emilio Balcarce,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/13/1952,El Embrollo,Tango,Instrumental,Odeón,Tape,Esteban Gilardi,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/13/1952,La Tupungatina,Tango,Instrumental,Odeón,Tape,Cristino Tapia,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/13/1952,La Yumba,Tango,Instrumental,Odeón,Tape,Osvaldo Pugliese,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/13/1952,N.N.,Tango,Instrumental,Odeón,Tape,Osvaldo Ruggiero,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/18/1952,Manos Adoradas,Vals,Alberto Morán,Odeón,Tape,Roberto Rufino,Horacio Sanguinetti,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/24/1952,La Cachila,Tango,Instrumental,Odeón,Tape,Eduardo Arolas,Héctor Polito,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/24/1952,Pasional,Tango,Alberto Morán,Odeón,Tape,Jorge Caldara,Mario Soto,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/29/1952,Mala Junta,Tango,Instrumental,Odeón,Tape,Julio Caro; Pedro Laurenz,Juan Velich,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/3/1952,La Noche Que Me Esperes,Vals,Alberto Morán,Odeón,Tape,Juan Canaro,Juan Canaro,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/3/1952,Barro,Tango,Alberto Morán,Odeón,Tape,Osvaldo Pugliese,Horacio Sanguinetti,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/28/1953,Chiqué,Tango,Instrumental,Odeón,Tape,Ricardo Brignolo,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/28/1953,Caminito Soleado,Tango,Cobos y Morán,Odeón,Tape,Carlos Gardel,Alfredo Pera,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/14/1953,Milonguera,Tango,Juan Carlos Cobos,Odeón,Tape,José Aguilar,José Aguilar,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/14/1953,San José De Flores,Tango,Alberto Morán,Odeón,Tape,Armando Acquarone,Enrique Gaudino,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/6/1953,Olvidao,Tango,Juan Carlos Cobos,Odeón,Tape,Guillermo Cadícamo,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/16/1953,Desvelo,Tango,Alberto Morán,Odeón,Tape,Eduardo Bonessi,Enrique Cadícamo; Domingo Gallicchio,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/6/1953,Seguíme Si Podés,Tango,Instrumental,Odeón,Tape,Alejandro Scarpino; Juan Caldarella,Antonio Anselmi,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/6/1953,La Última Copa,Tango,Alberto Morán,Odeón,Tape,Francisco Canaro,Juan Caruso,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/25/1953,La Rayuela,Tango,Instrumental,Odeón,Tape,Julio Caro,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/25/1953,Es Preciso Que Te Vayas,Tango,Juan Carlos Cobos,Odeón,Tape,Juan Cobián,Celedonio Flores,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/5/1954,Picaneao,Tango,Juan Carlos Cobos,Odeón,Tape,Héctor Baldi,Enrique Cadícamo,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/5/1954,Porqué No Te Tengo Más,Tango,Alberto Morán,Odeón,Tape,Oscar Herrero,Elizardo Vilas,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/17/1954,Mi Lamento,Tango,Instrumental,Odeón,Tape,Julio Carrasco,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/17/1954,La Mentirosa,Tango,Alberto Morán,Odeón,Tape,Anselmo Aieta,Francisco Jiménez,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/17/1954,No Es Más Que Yo,Tango,Juan Carlos Cobos,Odeón,Tape,Luis Mandarino,Enrique Dizeo,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/17/1954,No Quiero Perderte,Tango,Alberto Morán,Odeón,Tape,Enrique Camerano,Alberto Morán,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/13/1954,Nueve De Julio,Tango,Instrumental,Odeón,Tape,José Padula,Lito Bayardo,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/13/1954,Te Aconsejo Que Me Olvides,Tango,Juan Carlos Cobos,Odeón,Tape,Pedro Maffia,Jorge Curi,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/14/1954,La Guitarrita,Tango,Instrumental,Odeón,Tape,Eduardo Arolas,Gabriel Clausi,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/14/1954,A La Luz Del Candil,Tango,Miguel Montero,Odeón,Tape,Carlos Flores,Julio Navarrine,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/29/1954,Canzoneta,Tango,Jorge Maciel,Odeón,Tape,Erma Suárez,Enrique Lary,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/29/1954,Por Una Muñeca,Tango,Miguel Montero,Odeón,Tape,Emilio Balcarce,Manolo Barros,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/13/1954,Mi Fuelle Rezonga,Tango,Instrumental,Odeón,Tape,Pedro Toscano,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/13/1954,Si Yo Pudiera Olvidarla,Tango,Jorge Maciel,Odeón,Tape,Osvaldo Tarantino,Alfredo Palacios,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,9/2/1955,Emancipación,Tango,Instrumental,Odeón,Tape,Alfredo Bevilacqua,Antonio Polito,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,9/2/1955,Antiguo Reloj De Cobre,Tango,Miguel Montero,Odeón,Tape,Eduardo Marvezi,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,9/2/1955,Esta Noche De Luna,Tango,Jorge Maciel,Odeón,Tape,Graciano Gómez; José García,Héctor Marcó,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,9/2/1955,Mi Serenata,Tango,Montero y Maciel,Odeón,Tape,Edgardo Donato,Juan Thorry,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,9/22/1955,Cascabelito,Tango,Jorge Maciel,Odeón,Tape,José Bohr,Juan Caruso,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,9/22/1955,El Poncho Del Amor,Tango,Miguel Montero,Odeón,Tape,Antonio Scatasso,Alberto Vaccarezza,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/31/1956,A Mis Compañeros,Tango,Instrumental,Odeón,Tape,Osvaldo Ruggiero,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/31/1956,No Juegues A La Guerra,Tango,Jorge Maciel,Odeón,Tape,Osvaldo Pugliese,Modesto Miramonti,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/20/1956,A Roberto Peppe,Tango,Instrumental,Odeón,Tape,Esteban Gilardi,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/20/1956,Qué Te Pasa Buenos Aires,Tango,Miguel Montero,Odeón,Tape,Eduardo Cortti,Juan Correia,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/30/1956,Muchachos Mi Último Tango,Tango,Miguel Montero,Odeón,Tape,Ernesto Rossi,Ricardo Thompson,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/21/1956,Orgullo Criollo,Tango,Instrumental,Odeón,Tape,Pedro Laurenz; Julio Caro,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/21/1956,Y Todavía Te Quiero,Tango,Jorge Maciel,Odeón,Tape,Luciano Leocata,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/4/1956,Remembranza,Tango,Jorge Maciel,Odeón,Tape,Mario Melfi,Mario Battistella,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/2/1956,Silueta Porteña,Milonga,Montero y Maciel,Odeón,Tape,Nicolas Cuccaro; Juan Cuccaro,Orlando D'Aniello; Ernesto Noli,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/2/1956,Te Estaba Esperando,Tango,Miguel Montero,Odeón,Tape,Roberto Giménez,Roberto Giménez,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/26/1956,Suipacha,Tango,Instrumental,Odeón,Tape,Eduardo Arolas,Jesús Blanco,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/26/1956,Muchacha,Tango,Jorge Maciel,Odeón,Tape,Luis Caruso,Jesús Suárez,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/28/1956,Nochero Soy,Tango,Instrumental,Odeón,Tape,Oscar Herrero,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/28/1956,Y Con Eso Dónde Voy,Tango,Miguel Montero,Odeón,Tape,Ángel Cabral,Enrique Dizeo,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
