Orchestra,Date,Title,Genre,Singer,Label,Masters,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,,,
Miguel Caló,8/9/1948,Echale Sal,Tango,Instrumental,Odeón,78rpm,Miguel Caló; Víctor Braña,,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,8/9/1948,Nostalgias,Tango,Roberto Arrieta,Odeón,78rpm,Juan Cobián,Enrique Cadícamo,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,9/23/1948,Corazón De Papel,Tango,Roberto Arrieta,Odeón,78rpm,Cátulo Castillo,Alberto Franco,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,9/23/1948,Nunca Más,Tango,Roberto Arrieta,Odeón,78rpm,Francisco Lomuto,Oscar Lomuto,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,12/15/1948,Tanto,Tango,Mario Cané,Odeón,78rpm,Elías Rubistein,Carlos Bahr,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,12/15/1948,Unión Cívica,Tango,Instrumental,Odeón,78rpm,Domingo Cruz,,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,7/20/1949,La Casa Vacía,Tango,Roberto Rufino,Odeón,Micro,Arturo Gallucci,Julio Nelson; Reinaldo Yiso,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,7/20/1949,Tú,Tango,Raúl Berón,Odeón,Micro,José Dames,José Contursi,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,12/29/1949,La Guitarrita,Tango,Instrumental,Odeón,Micro,Eduardo Arolas,Gabriel Clausi,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,12/29/1949,Mi Flor De Noche,Tango,Roberto Rufino,Odeón,Micro,Vicente Demarco,Silvio Marinucci; Lito Bayardo,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,3/16/1950,"Che, Bandoneón",Tango,Ricardo Blanco,Odeón,Micro,Aníbal Troilo,Homero Manzi,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,3/16/1950,Mi Moro,Tango,Raúl Berón,Odeón,Micro,Carlos Gardel; José Razzano,Cátulo Castillo,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,6/6/1950,Charamusca,Tango,Instrumental,Odeón,Micro,Francisco Canaro,,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,6/6/1950,El Divorcio,Milonga,Raúl Berón,Odeón,Micro,Luis Addesso,Raúl Hormazza,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,9/8/1950,El Pillete,Tango,Instrumental,Odeón,Micro,Graciano Leone,,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,9/8/1950,Los Mareados,Tango,Ricardo Blanco,Odeón,Micro,Juan Cobián,Enrique Cadícamo,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,10/27/1950,Disco Rayado,Tango,Instrumental,Odeón,Micro,Miguel Caló; Miguel Nijensohn,,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,10/27/1950,Precio,Tango,Juan Carlos Fabri,Odeón,Micro,Manuel Sucher,Carlos Bahr,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,12/18/1950,La Trampera,Milonga,Instrumental,Odeón,Micro,Aníbal Troilo,,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,12/18/1950,Murmullos,Tango,Ricardo Blanco,Odeón,Micro,Froilán Aguilar,Juan Patrón,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,5/23/1951,Pasional,Tango,Juan Carlos Fabri,Odeón,Micro,Jorge Caldara,Mario Soto,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,5/23/1951,Portero Suba Y Diga,Tango,Carlos Barbé,Odeón,Micro,Eduardo Labar,Luis Amadori,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,7/31/1951,Primero Yo,Tango,Carlos Barbé,Odeón,Micro,Rafael Rossa,José Rial,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,7/31/1951,Una Fija,Tango,Instrumental,Odeón,Micro,Ángel Villoldo,Antonio Polito; Carlos Pesce,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,11/27/1951,Caminito,Tango,Juan Carlos Fabri,Odeón,Micro,Juan Filiberto,Gabino Peñaloza,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,11/27/1951,El Chamuyo,Tango,Instrumental,Odeón,Micro,Francisco Canaro,,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,11/27/1951,La Última Cita,Tango,Instrumental,Odeón,Micro,Agustín Bardi,Francisco Jiménez,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,11/27/1951,No Son Siete Son Catorce,Milonga,Carlos Barbé,Odeón,Micro,Armando Baliotti,Luis Díaz,,Microgroove era (194951,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,10/3/1952,Cuando Me Entrés A Fallar,Tango,Carlos Barbé,Odeón,Tape,José Aguilar,Celedonio Flores,,Tape recording (1952-56,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,10/3/1952,Manos Adoradas,Vals,Juan Carlos Fabri,Odeón,Tape,Roberto Rufino,Horacio Sanguinetti,,Tape recording (1952-56,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,1/26/1953,Déjame Hablar,Tango,Carlos Barbé,Odeón,Tape,Arturo Gallucci,Abel Aznar,,Tape recording (1952-56,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,1/26/1953,Soy Feo Pero Vistoso,Milonga,Carlos Barbé,Odeón,Tape,Miguel Caló,Juan Correia,,Tape recording (1952-56,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,4/8/1953,Por Una Cabeza,Tango,Carlos Barbé,Odeón,Tape,Carlos Gardel,Alfredo Pera,,Tape recording (1952-56,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,4/8/1953,Vengo A Verla,Tango,Carlos Barbé,Odeón,Tape,Miguel Nijensohn,Roberto Miró,,Tape recording (1952-56,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,9/7/1953,El Abandono,Vals,Trío P-R-C,Odeón,Tape,Miguel Caló,Reinaldo Ghiso,,Tape recording (1952-56,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,9/7/1953,Tomá Estas Tres Monedas,Tango,Miguel Martino,Odeón,Tape,Juan D'Arienzo; Fulvio Salamanca; Carlos Bahr,Juan D'Arienzo; Fulvio Salamanca; Carlos Bahr,,Tape recording (1952-56,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,3/5/1954,En Fa Menor,Tango,Instrumental,Odeón,Tape,Roberto Caló; Osvaldo Tarantino,,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik, Emilio Paiva (cello",,,
Miguel Caló,3/5/1954,Oración Rante,Tango,Alberto Podestá,Odeón,Tape,Roberto Chanel,Aldo Queirolo,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik, Emilio Paiva (cello",,,
Miguel Caló,5/5/1954,El Bazar De Los Juguetes,Tango,Alberto Podestá,Odeón,Tape,Alberto Podestá; Roberto Rufino,Reinaldo Yiso,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik, Emilio Paiva (cello",,,
Miguel Caló,5/5/1954,Un Infierno,Tango,Alberto Podestá,Odeón,Tape,Francisco Rotundo,Reinaldo Yiso,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik, Emilio Paiva (cello",,,
Miguel Caló,6/15/1954,Cómo Le Digo A La Vieja,Tango,Alberto Podestá,Odeón,Tape,Miguel Caló,Reinaldo Yiso,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik, Emilio Paiva (cello",,,
Miguel Caló,6/15/1954,La Cantina,Tango,Alberto Podestá,Odeón,Tape,Aníbal Troilo,Cátulo Castillo,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik, Emilio Paiva (cello",,,
Miguel Caló,6/23/1954,Boca Juniors,Tango,Roberto Arrieta,Odeón,Tape,Ítalo Goyeche,Jesús Blanco,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik, Emilio Paiva (cello",,,
Miguel Caló,6/23/1954,Noche De Locura,Tango,Alberto Podestá,Odeón,Tape,Manuel Sucher,Carlos Bahr,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik, Emilio Paiva (cello",,,
Miguel Caló,10/13/1954,Los Cosos De Al Lao,Tango,Carlos Almagro,Odeón,Tape,José Canet; Marcos Larrosa,José Canet; Marcos Larrosa,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik, Emilio Paiva (cello",,,
Miguel Caló,10/13/1954,Sueña,Vals,Alberto Podestá,Odeón,Tape,Emile Noblot,Max François,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, Víctor Lavallén","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik, Emilio Paiva (cello",,,
Miguel Caló,5/4/1955,La Barquilla,Vals,Almagro y Trío LH,Odeón,Tape,Miguel Nijensohn,Carmen Siriann,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik ",,,
Miguel Caló,5/4/1955,Por Unos Ojos Negros,Tango,Carlos Almagro,Odeón,Tape,José Dames,Horacio Sanguinetti,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik ",,,
Miguel Caló,6/7/1955,Bien Jaileife,Tango,Carlos Almagro,Odeón,Tape,Vicente Demarco,Silvio Marinucci; Oscar Lucchesi,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik ",,,
Miguel Caló,6/7/1955,Sensiblero,Tango,Instrumental,Odeón,Tape,Julián Plaza,,,Tape recording (1952-56,Miguel Nijensohn,Enrique Marchetto,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Miguel Auteri, José Votti, Julio Graña, Pedro Sapochnik ",,,
Miguel Caló,4/6/1956,Desorientado,Tango,Carlos Roldan,Odeón,Tape,Miguel Caló; Elizardo Vila; Oscar Rubistein,Miguel Caló; Marvil Vila; Oscar Rubistein,,Tape recording (1952-56,Miguel Nijensohn,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,4/6/1956,Madre,Tango,Chola Luna,Odeón,Tape,Francisco Pracánico,Verminio Servetto,,Tape recording (1952-56,Miguel Nijensohn,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,7/23/1956,Gloria,Tango,Chola Luna,Odeón,Tape,Humberto Canaro,Armando Tagini,,Tape recording (1952-56,Miguel Nijensohn,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,7/23/1956,Lo Que Vos Te Merecés,Tango,Alfredo Dalton,Odeón,Tape,Carlos Olmedo,Abel Aznar,,Tape recording (1952-56,Miguel Nijensohn,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,10/19/1956,Café Para Dos,Tango,Alfredo Dalton,Odeón,Tape,Francisco Canaro,Francisco Canaro,,Tape recording (1952-56,Miguel Nijensohn,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,10/19/1956,Mi Promesa,Tango,Alfredo Dalton,Odeón,Tape,Alfredo Angelis,José Rótulo,,Tape recording (1952-56,Miguel Nijensohn,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,12/21/1956,La Perinola,Vals,Dalton / Mancini,Odeón,Tape,Ángel Condercuri,Riobal Castillo; Marvil Vilas,,Tape recording (1952-56,Miguel Nijensohn,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,12/21/1956,Quedémonos Aquí,Tango,Roberto Mancini,Odeón,Tape,Héctor Stamponi,Homero Expósito,,Tape recording (1952-56,Miguel Nijensohn,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,6/18/1957,Cuánta Angustia,Tango,Roberto Arrieta,Odeón,Tape,Julián Plaza,Manuel Barros,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,6/18/1957,Mientras Viva,Tango,Raúl Garcés,Odeón,Tape,Lucio Demare,Eugenio Majul,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,7/11/1957,Milonga Milonguera,Milonga,Instrumental,Odeón,Tape,Miguel Caló; Orlando Trípodi,,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,7/11/1957,Por Qué Seguir,Tango,Roberto Mancini,Odeón,Tape,Elías Randal,Alberto Palazón; Oscar Rubens,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Simón Bajour, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,4/15/1958,Encadenados,Tango,Raúl Ledesma,Odeón,Tape,Carlos Briz,Carlos Briz,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,4/15/1958,Por Quererla Así,Tango,Hugo San Luis,Odeón,Tape,Carlos Olmedo,Marcelino Hernández,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,7/11/1958,Frenético,Tango,Raúl Ledesma,Odeón,Tape,Fernando Tell,Guillermo Parfait,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,7/11/1958,Un Tango Para La Historia,Tango,Raúl Ledesma,Odeón,Tape,Cristóbal Herreros,Cristóbal Herreros,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,9/17/1958,Cuando Rondan Los Recuerdos,Tango,Raúl Ledesma,Odeón,Tape,Tito Ferrari; Norberto Guerra,Alberto Coria,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,9/17/1958,Madre De Los Cabellos De Plata,Tango,Raúl Ledesma,Odeón,Tape,Juan Pedrero,Alejo Montoro,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Osvaldo Rizzo, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1959-00-00,A Voz Do Morro,Tango,Instrumental,Odeón BR,Tape,Miguel Caló,Carlos Mastronardi,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1959-00-00,Aquarela Do Brasil,Tango,Instrumental,Odeón BR,Tape,Ary Barroso,,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1959-00-00,Chove Lá Fora,Tango,Instrumental,Odeón BR,Tape,Tito Madi,,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1959-00-00,Conceição,Tango,Instrumental,Odeón BR,Tape,Jair Amorim,,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
