Orchestra,Date,Title,Genre,Singer,Label,Masters,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,,,
Miguel Caló,1965-00-00,Qué Falta Que Me Hacés,Tango,Raúl Del Mar,Odeón CO,Tape-S,Armando Pontier; Miguel Caló; Federico Silva,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Sin Palabras,Tango,Lucho Gatica,Odeón CL,Tape-S,Enrique Discépolo,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Soñar Y Nada Más,Vals,Roberto Luque,Odeón CO,Tape-S,Ivo Pelay,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Uno,Tango,Instrumental,Odeón CO,Tape-S,Enrique Discépolo,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Volver,Tango,Marga Fontana,Odeón CO,Tape-S,Alfredo Pera,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Vuelves Hoy,Tango,Roberto Luque,Odeón CO,Tape-S,Eugenio Majul,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,6/2/1966,No Fue Ninguno De Los Dos,Tango,Miguel Montero,Odeón,Tape-S,Roberto Vallejos,Leopoldo Vélez,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,6/2/1966,Solitaria,Vals,Miguel Montero,Odeón,Tape-S,Miguel Caló,Leopoldo Vélez,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,9/5/1966,Elegante Papirusa,Tango,Instrumental,Odeón,Tape-S,David Roccatagliata,Sandalio Gómez,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,9/8/1966,Marión,Tango,Roberto Rufino,Odeón,Tape-S,Luis Rubistein,Luis Rubistein,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,9/20/1966,Nido Gaucho,Tango,Roberto Rufino,Odeón,Tape-S,Carlos Sarli,Héctor Marcó,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,9/20/1966,Yuyo Verde,Tango,Roberto Rufino,Odeón,Tape-S,Domingo Federico,Homero Expósito,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,9/27/1966,Fatalmente Nada,Tango,Roberto Rufino,Odeón,Tape-S,Manuel Sucher,Alberto Mastra,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,9/27/1966,Verdemar,Tango,Roberto Rufino,Odeón,Tape-S,Carlos Sarli,José Contursi,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,10/3/1966,Canción De Rango,Tango,Roberto Rufino,Odeón,Tape-S,Raúl Kaplún,José Suñé,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,10/3/1966,Duelo Criollo,Tango,Roberto Rufino,Odeón,Tape-S,Juan Rezzano,Manuel García,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,10/27/1966,Para Siempre,Tango,Roberto Rufino,Odeón,Tape-S,Armando Pontier,Federi,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,10/27/1966,Y Te Necesito Tanto,Tango,Roberto Rufino,Odeón,Tape-S,Aquiles Roggero,Reinaldo Yiso,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,11/17/1966,El Mundo De Los Dos,Tango,Roberto Rufino,Odeón,Tape-S,Roberto Rufino; Samuel Pribluda,Roberto Rufino; Samuel Pribluda,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,11/17/1966,Racconto,Tango,Roberto Rufino,Odeón,Tape-S,Carlos García,Margarita Durán,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,5/15/1967,Cafetín De Buenos Aires,Tango,Alberto Marino,Odeón,Tape-S,Mariano Mores; Enrique Discépolo,Mariano Discépolo,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,5/15/1967,Tu Piel De Jazmín,Tango,Alberto Marino,Odeón,Tape-S,Mariano Mores,José Contursi,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,5/23/1967,Adiós Pampa Mía,Tango,Alberto Marino,Odeón,Tape-S,Francisco Canaro; Mariano Mores,Ivo Pelay,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,5/23/1967,Cuando Caigan Las Hojas,Tango,Alberto Marino,Odeón,Tape-S,Emilio Balcarce,Ítalo Curio,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,5/29/1967,Cilicio,Tango,Alberto Marino,Odeón,Tape-S,Vicente Marinaro,Ítalo Curio,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,5/29/1967,Mi Tango Triste,Tango,Alberto Marino,Odeón,Tape-S,Aníbal Troilo,José Contursi,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,6/5/1967,Adiós,Tango,Alberto Marino,Odeón,Tape-S,Mariano Mores,Pierre Lemaire; Alberto Martínez,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,6/5/1967,He Vuelto Muchachos,Tango,Alberto Marino,Odeón,Tape-S,José  Suñe; Julio Sanders; Emilio Brameri,Pepe Suñe; Julio Sanders; Redoma Brameri,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,6/12/1967,Entre Dos,Tango,Instrumental,Odeón,Tape-S,Orlando Tripodi; Luis Stazo,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,6/12/1967,Porteñísimo,Tango,Instrumental,Odeón,Tape-S,Miguel Caló; Aquiles Roggero,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,6/26/1967,El Chupete,Tango,Instrumental,Odeón,Tape-S,Carlos Gaudencio,Ángel Polito,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,6/26/1967,Snobismo,Tango,Instrumental,Odeón,Tape-S,Juan Cobián,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,9/12/1967,Aquel Viejo Tango,Tango,Raúl Ledesma,Odeón,Tape-S,Antonio Arcieri; Ángel Danesi,Luis Deregnaucourt; Roberto Giménez; Francisco Bohigas,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,9/12/1967,Así Era Ella Muchachos,Tango,Raúl Ledesma,Odeón,Tape-S,Eduardo Cabodevila,Ángel Rosa,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,9/12/1967,Garras,Tango,Raúl Ledesma,Odeón,Tape-S,Aníbal Troilo,José Contursi,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,9/12/1967,Sabor A Buenos Aires,Tango,Raúl Ledesma,Odeón,Tape-S,Miguel Caló,Carlos Mastronardi,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,3/28/1969,Aquel Lugar Querido,Tango,Instrumental,Odeón,Tape-S,Miguel Caló; Aquiles Roggero,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,3/28/1969,El Amanecer,Tango,Instrumental,Odeón,Tape-S,Roberto Firpo,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,3/28/1969,Notas Para El Cielo,Tango,Instrumental,Odeón,Tape-S,Orlando Trípodi,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,3/28/1969,Tierra Querida,Tango,Instrumental,Odeón,Tape-S,Julio Caro,Luis Díaz,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,5/15/1969,A Villoldo,Tango,Instrumental,Odeón,Tape-S,Armando Lacava,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,5/15/1969,En Fa Menor,Tango,Instrumental,Odeón,Tape-S,Roberto Caló; Osvaldo Tarantino,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,5/27/1969,Canción Desesperada,Tango,Instrumental,Odeón,Tape-S,Enrique Discépolo,Enrique Discépolo,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,5/27/1969,Rondando Tu Esquina,Tango,Instrumental,Odeón,Tape-S,Charlo,Enrique Cadícamo,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1972-00-00,A Mi Me Gusta Y A Usted,Tango,Instrumental,Embassy,Tape-S,Miguel Caló; Orlando Tripodi,,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Así Se Baila Hoy,Tango,Alberto Podestá,Embassy,Tape-S,Marcos Vera,Ernesto Cardenal,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Cobrate Y Dame El Vuelto,Milonga,Alberto Podestá,Embassy,Tape-S,Miguel Caló,Enrique Dizeo,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Con Personalidad,Tango,Instrumental,Embassy,Tape-S,Miguel Caló; Aquiles Roggero,,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Corazón Yo Creo En Vos,Tango,Alberto Podestá,Embassy,Tape-S,Miguel Caló,Leopoldo Vélez,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,De Levita Y Con Bastón,Tango,Instrumental,Embassy,Tape-S,Miguel Nijensohn; Miguel Caló,,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,La Luz De La Pensión,Tango,Alberto Podestá,Embassy,Tape-S,Aquiles Roggero,Héctor Varela,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,La Mentirosa,Tango,Raúl Iriarte,Embassy,Tape-S,Anselmo Aieta,Francisco Jiménez,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Lo Pensé Así,Tango,Instrumental,Embassy,Tape-S,Miguel Nijensohn,,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Mientras Vuelva El Amor,Tango,Alberto Podestá,Embassy,Tape-S,José Dames,Leopoldo Vélez,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Mis Flores Negras,Vals,Iriarte / Arrieta,Embassy,Tape-S,Félix Almeyda,Félix Almeyda,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Nadine,Tango,Instrumental,Embassy,Tape-S,Miguel Caló,Orlando Trípodi,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Nubes De Humo,Tango,Raúl Iriarte,Embassy,Tape-S,Manuel Jovés,Manuel Romero,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Que Te Lo Diga Dios,Tango,Roberto Arrieta,Embassy,Tape-S,Miguel Nijensohn; Rodolfo Toscano,Roberto Arrieta,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Señor Que No Me Miras,Tango,Alberto Podestá,Embassy,Tape-S,Orlando Trípodi,Mario Benedetti,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Sobre Un Mar De Azoteas,Tango,Alberto Podestá,Embassy,Tape-S,Miguel Nijensohn; Alberto Alé,Cátulo Castillo,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Soy Melodioso,Tango,Instrumental,Embassy,Tape-S,Miguel Caló; Orlando Trípodi,,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Soy Porteñísima,Milonga,Instrumental,Embassy,Tape-S,Aquiles Roggero; Miguel Caló,,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Todos Vuelven,Vals,Iriarte / Arrieta,Embassy,Tape-S,César Bahamonde,César Miró,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Tres Esperanzas,Tango,Roberto Arrieta,Embassy,Tape-S,Enrique Discépolo,Enrique Discépolo,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Un Alma Buena,Tango,Alberto Podestá,Embassy,Tape-S,Aquiles Aguilar,José Contursi,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Un Lugar Para Los Dos,Tango,Raúl Iriarte,Embassy,Tape-S,Miguel Caló; Aquiles Roggero,Leopoldo Vélez,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Unamos Nuestras Vidas,Vals,Alberto Podestá,Embassy,Tape-S,Juan Caló,Alberto Cosentino,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
Miguel Caló,1972-00-00,Yo Tambien Soñe,Tango,Roberto Arrieta,Embassy,Tape-S,Francisco Canaro,Luis Amadori,,Embassy records (1972,Orlando Trípodi,Juan Carlos Vallejos,"Tomás Giannini, Oscar Bassil, Héctor Lettera, Santos Maggi","Aquiles Roggero, Aquiles Aguilar, José Amatriain, Pedro Aguilar, Osvaldo Rodríguez",,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
