Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger / Orchestrator,Grouping,Pianist,Bassist,Bandoneon,Strings
Aníbal Troilo,1970-12-21,Pa' Que Bailen Los Muchachos,Tango,Instrumental,Víctor,Tape-S,Aníbal Troilo,Pedro Numa Córdoba,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-12-21,Ojos Negros,Tango,Instrumental,Víctor,Tape-S,Vicente Greco,Enrique Cadícamo,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-12-28,Mi Refugio,Tango,Instrumental,Víctor,Tape-S,Juan Carlos Cobián,Pedro Numa Córdoba,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-12-28,Tomando Color,Tango,Instrumental,Víctor,Tape-S,Roberto Pansera,Celedonio Flores,Roberto Pansera,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-04-24,El Bulín De La Calle Ayacucho,Tango,Roberto Goyeneche,Víctor,Tape-S,José Servidio y Luis Servidio,Homero Manzi,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-04-24,Toda Mi Vida,Tango,Roberto Goyeneche,Víctor,Tape-S,Aníbal Troilo,Homero Manzi,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-04-26,Tinta Roja,Tango,Roberto Goyeneche,Víctor,Tape-S,Sebastián Piana,José María Contursi,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-04-26,Sur,Tango,Roberto Goyeneche,Víctor,Tape-S,Aníbal Troilo,Cátulo Castillo,Argentino Galván,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-05-06,Fueye,Tango,Roberto Goyeneche,Víctor,Tape-S,Charlo,Cátulo Castillo,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-05-06,Barrio De Tango,Tango,Roberto Goyeneche,Víctor,Tape-S,Aníbal Troilo,José María Contursi,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-05-06,En Esta Tarde Gris,Tango,Roberto Goyeneche,Víctor,Tape-S,Mariano Mores,Homero Manzi,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-05-06,Una Canción,Tango,Roberto Goyeneche,Víctor,Tape-S,Aníbal Troilo,Alberto Franco,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-06-24,Trenzas,Tango,Roberto Goyeneche,Víctor,Tape-S,Armando Pontier,Homero Manzi,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-06-24,Fogón De Huella,Tango,Roberto Goyeneche,Víctor,Tape-S,Arturo Gallucci,Nicolás Olivari,,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-06-24,La Violeta,Tango,Roberto Goyeneche,Víctor,Tape-S,Cátulo Castillo,Homero Expósito,Astor Piazzolla,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1971-06-24,Corazón De Papel,Tango,Roberto Goyeneche,Víctor,Tape-S,Cátulo Castillo,Yaraví,,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
