Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings
Juan D'Arienzo,6/2/1937,El Cachafaz,Tango,Instrumental,Víctor,78rpm,Manuel Aróstegui,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,7/2/1937,La Rosarina,Tango,Instrumental,Víctor,78rpm,Ricardo Alfiletegaray,Antonio Polito,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,7/2/1937,Pasión,Vals,Instrumental,Víctor,78rpm,Alberto Cosentino,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,7/26/1937,El Choclo,Tango,Instrumental,Víctor,78rpm,Ángel Villoldo,Juan Catán; Enrique Discépolo,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,7/26/1937,Valsecito Criollo,Vals,Instrumental,Víctor,78rpm,Lidio Fasoli,Francisco Jiménez,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,8/31/1937,El Porteñito,Tango,Instrumental,Víctor,78rpm,Ángel Villoldo,Ángel Villoldo,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,8/31/1937,Valsecito De Antes,Vals,Instrumental,Víctor,78rpm,Antonio Sureda,Homero Manzi,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,9/22/1937,El Caburé,Tango,Instrumental,Víctor,78rpm,Arturo Bassi,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,9/22/1937,Milonga Vieja Milonga,Milonga,Instrumental,Víctor,78rpm,Francisco Aranaz,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,10/29/1937,Jueves,Tango,Instrumental,Víctor,78rpm,Rafael Rossi; Udelino Toranzo,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,10/29/1937,Paciencia,Tango,Enrique Carbel,Víctor,78rpm,Juan D'Arienzo,Francisco Gorrindo,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,12/9/1937,El Cencerro,Tango,Instrumental,Víctor,78rpm,José Martínez,Francisco Lio,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,12/9/1937,Gallo Ciego,Tango,Instrumental,Víctor,78rpm,Agustín Bardi,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,12/14/1937,El Africano,Tango,Instrumental,Víctor,78rpm,Eduardo Pereyra,Francisco Lío,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,12/14/1937,La Cumparsita,Tango,Instrumental,Víctor,78rpm,Gerardo Rodríguez,Pascual Contursi; Enrique Maroni; Gerardo Rodríguez,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,12/21/1937,La Morocha,Tango,Instrumental,Víctor,78rpm,Enrique Saborido,Ángel Villoldo,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,12/21/1937,Melodía Porteña,Tango,Instrumental,Víctor,78rpm,Enrique Discépolo,Enrique Discépolo,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,1/4/1938,El Esquinazo,Tango,Instrumental,Víctor,78rpm,Ángel Villoldo,Carlos Pesce; A. Timarni,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,1/4/1938,Indiferencia,Tango,Alberto Echagüe,Víctor,78rpm,Rodolfo Biagi,Juan Thorry,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,1/7/1938,Rodriguez Peña,Tango,Instrumental,Víctor,78rpm,Vicente Greco,Ernesto Temes; Juan Velich; Rafael Velich,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,1/7/1938,Unión Cívica,Tango,Instrumental,Víctor,78rpm,Domingo Cruz,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,3/23/1938,El Triunfo,Tango,Instrumental,Víctor,78rpm,Francisco Canaro,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,3/23/1938,La Mariposa,Tango,Instrumental,Víctor,78rpm,Pedro Maffia,Celedonio Flores,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,4/12/1938,El Aeroplano,Vals,Instrumental,Víctor,78rpm,Pedro Datta,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,4/12/1938,El Horizonte,Tango,Instrumental,Víctor,78rpm,Roberto Firpo,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,5/6/1938,El Cisne,Tango,Instrumental,Víctor,78rpm,José Rizzutti,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,5/6/1938,Milonga Del Corazón,Milonga,Alberto Echagüe,Víctor,78rpm,Miguel Bucino,Miguel Bucino,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,6/8/1938,El Temblor,Milonga,Alberto Echagüe,Víctor,78rpm,Horacio Castellanos,Horacio Castellanos,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,6/8/1938,La Catrera,Tango,Instrumental,Víctor,78rpm,Arturo Bassi,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,6/22/1938,Champagne Tango,Tango,Instrumental,Víctor,78rpm,Manuel Aróztegui,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,6/22/1938,Pensalo Bien,Tango,Alberto Echagüe,Víctor,78rpm,Juan Visciglio,Nolo López; Julio Cantuarias,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,7/8/1938,El Internado,Tango,Instrumental,Víctor,78rpm,Francisco Canaro,,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,7/8/1938,Nada Más,Tango,Alberto Echagüe,Víctor,78rpm,Juan D'Arienzo; Luis Rubistein,Juan D'Arienzo; Luis Rubistein,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,8/5/1938,Estampa De Varón,Milonga,Alberto Echagüe,Víctor,78rpm,Mariano Mores,Américo Surde,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,8/5/1938,Florida,Tango,Instrumental,Víctor,78rpm,Raimundo Petillo,Antonio Polito,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,8/26/1938,La Bruja,Tango,Alberto Echagüe,Víctor,78rpm,Juan Polito,Francisco Gorrindo,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,8/26/1938,Lelia,Tango,Instrumental,Víctor,78rpm,Eduardo Arolas,Héctor Polito,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,9/30/1938,En Tu Corazón,Vals,Alberto Echagüe,Víctor,78rpm,Horacio Salgán,Carmelo Volpe,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,9/30/1938,Lunes,Tango,Instrumental,Víctor,78rpm,José Padula,Francisco Jiménez,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,11/3/1938,Cabeza De Novia,Vals,Alberto Echagüe,Víctor,78rpm,Anselmo Aieta,Nolo López,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,11/3/1938,De Mi Flor,Tango,Instrumental,Víctor,78rpm,Roberto Firpo,,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,11/9/1938,Ansiedad,Tango,Alberto Echagüe,Víctor,78rpm,Domingo Moro,Francisco Gorrindo,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,11/9/1938,Milonga Querida,Milonga,Alberto Echagüe,Víctor,78rpm,Juan Larenza,Lito Bayardo,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,12/28/1938,El Pollito,Tango,Instrumental,Víctor,78rpm,Francisco Canaro,,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,12/28/1938,No Mientas,Tango,Alberto Echagüe,Víctor,78rpm,Alfredo Lattero; Héctor Varela,Héctor Marcó,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,1/4/1939,Pico Blanco,Tango,Instrumental,Víctor,78rpm,Agustín Bardi,,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,1/4/1939,Yunta Brava,Tango,Instrumental,Víctor,78rpm,Ángel Villoldo,Carlos Pesce; Antonio Polito,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,3/3/1939,Dos Guitas,Tango,Alberto Echagüe,Víctor,78rpm,Juan D'Arienzo,Francisco Gorrindo,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,3/3/1939,Meta Fierro,Milonga,Alberto Echagüe,Víctor,78rpm,Horacio Alves,Horacio Alves,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,4/18/1939,Maipo,Tango,Instrumental,Víctor,78rpm,Eduardo Arolas,Gabriel Clausi,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,4/18/1939,No Me Lo Digas,Tango,Instrumental,Víctor,78rpm,Luis Visca,Luis Rubistein,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,5/30/1939,Charamusca,Tango,Instrumental,Víctor,78rpm,Francisco Canaro,,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,5/30/1939,Olvídame,Tango,Alberto Echagüe,Víctor,78rpm,Miguel Bucino,Miguel Bucino,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,5/4/1939,El Marne,Tango,Instrumental,Víctor,78rpm,Eduardo Arolas,Gabriel Clausi,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,5/4/1939,Recuerdos De La Pampa,Vals,Alberto Echagüe,Víctor,78rpm,Rodolfo Duclós,Rodolfo Duclós,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,7/17/1939,Derecho Viejo,Tango,Instrumental,Víctor,78rpm,Eduardo Arolas,Gabriel Clausi,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,7/17/1939,Milonga Del Recuerdo,Milonga,Alberto Echagüe,Víctor,78rpm,Alfonso Lacueva,José Pecora,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,8/9/1939,Castigo,Vals,Alberto Echagüe,Víctor,78rpm,Juan Polito,Luis Rubistein,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,8/9/1939,Mandria,Tango,Alberto Echagüe,Víctor,78rpm,Juan Rodríguez,Juan Velich; Francisco Brancatti,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,9/1/1939,El Vino Triste,Tango,Alberto Echagüe,Víctor,78rpm,Juan D'Arienzo,Manuel Romero,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,9/1/1939,Felicia,Tango,Instrumental,Víctor,78rpm,Enrique Saborido,Carlos Pacheco,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,9/27/1939,De Antaño,Milonga,Alberto Echagüe,Víctor,78rpm,Luis Rubistein,Luis Rubistein,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,9/27/1939,Don Pacífico,Tango,Instrumental,Víctor,78rpm,Arturo Bassi,,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,9/27/1939,Qué Importa,Tango,Alberto Echagüe,Víctor,78rpm,Ricardo Tanturi,Juan Thorry; José Torrontegui,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,9/27/1939,Santa Milonguita,Tango,Alberto Echagüe,Víctor,78rpm,Enrique Delfino,Enrique Cadícamo,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,10/31/1939,La Cicatriz,Milonga,Alberto Echagüe,Víctor,78rpm,Raúl Aguirrezabalaga,Raúl Aguirrezabalaga,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,10/31/1939,Pampa,Tango,Instrumental,Víctor,78rpm,Francisco Pracánico,,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,11/14/1939,"Ay, Aurora",Vals,Alberto Echagüe,Víctor,78rpm,Carlos Vázquez,Federico Bustíos,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,11/14/1939,Que Dios Te Ayude,Tango,Alberto Echagüe,Víctor,78rpm,Juan Visciglio,Antonio Mastronardi; Nolo López,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,12/22/1939,Por Qué Razón,Tango,Instrumental,Víctor,78rpm,Salvador Grupillo,,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,12/22/1939,Trago Amargo,Tango,Alberto Echagüe,Víctor,Víctor,Rafael Iriarte,Julio Navarrine,,Polito Piano 1938-40,Juan Polito,"Pedro Caracciolo, Rodolfo Duclós","Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
