Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings
Juan D'Arienzo,2/26/1941,Almanaque De Ilusion,Tango,Alberto Reynal,Víctor,78rpm,Nicolás Tavarozzi,Héctor Marcó,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,2/26/1941,Fuegos Artificiales,Tango,Instrumental,Víctor,78rpm,Roberto Firpo; Eduardo Arolas,,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,4/28/1941,Candombe Oriental,Milonga,Alberto Reynal,Víctor,78rpm,Pintín Castellanos,Horacio Alves,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,4/28/1941,Ya Lo Ves,Tango,Héctor Mauré,Víctor,78rpm,Juan D'Arienzo,Luis Rubistein,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,5/25/1941,Dime Mi Amor,Tango,Héctor Mauré,Víctor,78rpm,Rodolfo Sciammarella,Manuel Romero,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,5/25/1941,Quién Te Iguala,Tango,Instrumental,Víctor,78rpm,Alejandro Michetti,Francisco Bohigas,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,6/9/1941,Tierrita,Tango,Héctor Mauré,Víctor,78rpm,Agustín Bardi,Jesús Blanco,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,6/9/1941,Adiós Querida,Vals,Héctor Mauré,Víctor,78rpm,Horacio Salgán,Carmelo Volpe,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/14/1941,Canaro,Tango,Instrumental,Víctor,78rpm,José Martínez,,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/14/1941,El Olivo,Tango,Héctor Mauré,Víctor,78rpm,Antonio Scatasso; Domingo Vivas,Carlos Cabral,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/14/1941,Humillación,Tango,Héctor Mauré,Víctor,78rpm,Rodolfo Biagi,Carlos Bahr,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/14/1941,Nunca Más,Tango,Héctor Mauré,Víctor,78rpm,Francisco Lomuto,Oscar Lomuto,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/29/1941,Bolada De Aficionado,Milonga,Instrumental,Víctor,78rpm,Ángel Villoldo,,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/29/1941,Olvidao,Tango,Alberto Reynal,Víctor,78rpm,Guillermo Barbieri,Enrique Cadícamo,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/12/1941,El Rey Del Compás,Tango,Instrumental,Víctor,78rpm,Príncipe Cubano,,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/12/1941,Hernani,Tango,Instrumental,Víctor,78rpm,Domingo Cruz,,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/12/1941,La Serenta De Ayer,Vals,Héctor Mauré,Víctor,78rpm,Manuel Buzón,Ismael Aguilar,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/12/1941,Sobre El Pucho,Tango,Héctor Mauré,Víctor,78rpm,Sebastián Piana,José Castillo,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,10/24/1941,Orquesta Típica,Tango,Alberto Reynal,Víctor,78rpm,Enrique Cadícamo,Enrique Cadícamo,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,10/29/1941,Carnavalera,Milonga,Héctor Mauré,Víctor,78rpm,Sebastián Piana,Homero Manzi,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,11/12/1941,Cuatro Palabras,Vals,Héctor Mauré,Víctor,78rpm,Miguel Bucino,Miguel Bucino,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,11/12/1941,El Resero,Tango,Instrumental,Víctor,78rpm,Raimundo Petillo,,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/15/1941,El Calabozo,Tango,Instrumental,Víctor,78rpm,Augusto Gentile,,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/15/1941,El Porteño,Milonga,Héctor Mauré,Víctor,78rpm,Juan Caló; Roberto Caló,Héctor Tallón,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/15/1941,El Vals De Los Abuelos,Vals,Héctor Mauré,Víctor,78rpm,Luis Rubistein,Luis Rubistein,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/15/1941,Infamia,Tango,Héctor Mauré,Víctor,78rpm,Enrique Discépolo,Enrique Discépolo,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,3/25/1942,Culpas Ajenas,Tango,Alberto Reynal,Víctor,78rpm,Ernesto Ponzio,Jorge Curi,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,3/25/1942,El Naranjerito,Milonga,Héctor Mauré,Víctor,78rpm,Alberto Nery; Héctor Varela,Homero Expósito,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,3/25/1942,Garronero,Tango,Héctor Mauré,Víctor,78rpm,Juan D'Arienzo,J. Caride,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,4/22/1942,Barranca Abajo,Tango,Héctor Mauré,Víctor,78rpm,Manuel Servetto,José Vigo,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,4/22/1942,Consejos,Tango,Alberto Reynal,Víctor,78rpm,Juan D'Arienzo,Nolo López,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,4/22/1942,Loca,Tango,Instrumental,Víctor,78rpm,Manuel Jovés,Antonio Viergol,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,4/22/1942,Muchachita Porteña,Vals,Héctor Mauré,Víctor,78rpm,Mariano Mores,Alberto Vacarezza,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,4/29/1942,Vidas Marcadas,Tango,Alberto Reynal,Víctor,78rpm,Rodolfo Sciammarella,Rodolfo Sciammarella,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,6/18/1942,El Amasijo,Tango,Instrumental,Víctor,78rpm,Adolfo Avilés,,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,6/18/1942,Mirame En La Cara,Tango,Héctor Mauré,Víctor,78rpm,Héctor Varela,Luis Castiñeira,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,6/18/1942,Tierra Negra,Tango,Instrumental,Víctor,78rpm,Graciano Leone; Juan Noli,Francisco Bastardi,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/21/1942,El Retobao,Tango,Héctor Mauré,Víctor,78rpm,Juan Rezzano,Francisco Lio,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/21/1942,Tu Pañuelo,Vals,Héctor Mauré,Víctor,78rpm,Antonio Polito,Iván Diez,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/21/1942,Y Se Van Los Años,Tango,Héctor Mauré,Víctor,78rpm,Cayetano Puglisi,Luis Castiñeira,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,8/12/1942,Claudinette,Tango,Héctor Mauré,Víctor,78rpm,Enrique Delfino,Julián Centeya,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,8/12/1942,Tirando A Matar,Milonga,Héctor Mauré,Víctor,78rpm,Pintín Castellanos,Pintín Alves,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/24/1942,Cortada De San Ignacio,Milonga,Héctor Mauré,Víctor,78rpm,Horacio Salgán,Carmelo Volpe,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/24/1942,Pompas De Jabón,Tango,Juan Carlos Lamas,Víctor,78rpm,Roberto Goyeneche,Enrique Cadícamo,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/24/1942,Sans Souci,Tango,Instrumental,Víctor,78rpm,Enrique Delfino,,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/24/1942,Vieja Recova,Tango,Juan Carlos Lamas,Víctor,78rpm,Rodolfo Sciammarella,Enrique Cadícamo,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/24/1942,Embrujamiento,Tango,Juan Carlos Lamas,Víctor,78rpm,Ricardo Malerba; Dante Smurra,Manuel Campos,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,10/27/1942,Carancho,Tango,Juan Carlos Lamas,Víctor,78rpm,Fulvio Salamanca,Héctor Marcó,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,10/27/1942,Criollita Linda,Vals,Héctor Mauré,Víctor,78rpm,Jose Clemente,,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,10/27/1942,El Lazo,Tango,Instrumental,Víctor,78rpm,Esca Caccavaio,Eugenio Cardenas,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,10/27/1942,Seguime Corazón,Tango,Juan Carlos Lamas,Víctor,78rpm,Baldomero Suárez,Jesús Blanco,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/22/1942,Chique,Tango,Instrumental,Víctor,78rpm,Ricardo Brignolo,Ricardo Brignolo,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/22/1942,Cicatrices,Tango,Héctor Mauré,Víctor,78rpm,Adolfo Avilés,Enrique Maroni,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/22/1942,Compadrón,Tango,Héctor Mauré,Víctor,78rpm,Luis Visca,Enrique Cadícamo,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/22/1942,Independencia,Tango,Instrumental,Víctor,78rpm,Alfredo Bevilacqua,Antonio Polito,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/22/1942,Tan Solo Tu,Vals,Héctor Mauré,Víctor,78rpm,Servando Domínguez,Héctor Marcó,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/29/1942,Judas,Tango,Héctor Mauré,Víctor,78rpm,Carlos Marchisio,Carmelo Santiago,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/29/1942,La Rumbita Candombé,Milonga,Héctor Mauré,Víctor,78rpm,Osvaldo Novarro; Raúl Fortunato,Mario Battistella,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,12/29/1942,Pobre Mascarita,Tango,Juan Carlos Lamas,Víctor,78rpm,Orlando Romanelli; Salvador Granata,Orlando Romanelli; Salvador Granata,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,6/23/1943,Arlette,Tango,Héctor Mauré,Víctor,78rpm,Antonio Bonavena,Horacio Sanguinetti,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,6/23/1943,Enamorado (Metido),Tango,Héctor Mauré,Víctor,78rpm,Príncipe Cubano,Príncipe Cubano,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,6/23/1943,Música De Mi Argentina,Milonga,Juan Carlos Lamas,Víctor,78rpm,Miguel Bucino,Miguel Bucino,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,6/23/1943,Se Fue,Vals,Héctor Mauré,Víctor,78rpm,Horacion Salgán,P. Valdez,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,6/23/1943,Tres Horas,Tango,Héctor Mauré,Víctor,78rpm,Héctor Varela,Alberto Neary,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/13/1943,Tabú,Milonga,Héctor Mauré,Víctor,78rpm,Tití Rossi,Ricardo Thompson,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/13/1943,Tango Brujo,Tango,Héctor Mauré,Víctor,78rpm,Francisco Canaro,Francisco Canaro,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,7/13/1943,Vea Vea,Tango,Instrumental,Víctor,78rpm,Roberto Firpo,Alberto Lago,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/28/1943,Aguilucho,Tango,Héctor Mauré,Víctor,78rpm,Helena Leporace,Alfredo Roldán,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/28/1943,Aquel Muchacho De La Orquesta,Tango,Juan Carlos Lamas,Víctor,78rpm,Luis Caruso,Luis Caruso,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/28/1943,Aunque Vivas En El Cielo,Vals,Héctor Mauré,Víctor,78rpm,Fulvio Salamanca,Héctor Marco,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
Juan D'Arienzo,9/28/1943,Corrales Viejos,Milonga,Instrumental,Víctor,78rpm,Anselmo Aieta,Francisco Laino; Antonio Radicci,,Salamanca Piano 1940-45,Fulvio Salamanca,Olindo Sinibaldi,"Héctor Varela, Eladio Blanco, Alberto San Miguel, José Di Pilato, Jorge Ceriotti","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Clemente Arnáiz"
